nit,nfev,njev,nhev,cg_niter,cg_stop_cond,fun,grad,lagrangian_grad,constr,jac,constr_nfev,constr_njev,constr_nhev,v,method,x,optimality,constr_violation,execution_time,tr_radius,constr_penalty,barrier_parameter,barrier_tolerance,status,niter,success,message
1,3,1,0,0,0,2.639222650018226,[0.11436138 0.45666545],[0.09727368 0.37458832],"[array([2.15539575, 5.10017835])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.0170877 , -0.08207713])]",tr_interior_point,[2.15539575 5.10017835],0.3745883232115389,0.0,0.004550457000732422,1.0,1.0,0.1,0.1,1,1,True,`gtol` termination condition is satisfied.
1,3,1,0,0,0,2.639222650018226,[0.11436138 0.45666545],[0.09727368 0.37458832],"[array([2.15539575, 5.10017835])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.0170877 , -0.08207713])]",tr_interior_point,[2.15539575 5.10017835],0.3745883232115389,0.0,0.002501249313354492,1.0,1.0,0.1,0.1,1,1,True,`gtol` termination condition is satisfied.
36,123,41,0,39,1,2.0069648749227325,[-0.9988135   0.99417901],[-0.55165668  0.68412286],"[array([1.56961733, 4.71819243])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([ 0.44715682, -0.31005615])]",tr_interior_point,[1.56961733 4.71819243],0.6841228557540802,0.0,0.20529532432556152,0.1,1.0,2.048000000000001e-09,2.048000000000001e-09,2,36,True,`xtol` termination condition is satisfied.
59,195,65,0,74,4,2.000063421372019,[-0.99996731  0.99996925],[-0.55229436  0.68947628],"[array([1.57076361, 4.71241969])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([ 0.44767295, -0.31049298])]",tr_interior_point,[1.57076361 4.71241969],0.689476276388584,0.0,0.3478665351867676,0.010000000000000002,1.0,2.048000000000001e-09,2.048000000000001e-09,2,59,True,`xtol` termination condition is satisfied.
73,237,79,0,103,1,2.0000872191435217,[-0.99992541  0.99998734],[-0.55227122  0.68949302],"[array([1.57072173, 4.71240161])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([ 0.44765419, -0.31049432])]",tr_interior_point,[1.57072173 4.71240161],0.6894930181392487,0.0,0.41454148292541504,0.0010000000000000002,1.0,2.048000000000001e-09,2.048000000000001e-09,2,73,True,`xtol` termination condition is satisfied.
99,327,109,0,149,1,2.000000027875966,[0.26749138 0.99999996],[0.14773881 0.6895047 ],"[array([1.57079632, 4.712389  ])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.11975257, -0.31049526])]",tr_interior_point,[1.57079632 4.712389  ],0.6895046966776148,0.0,0.5851716995239258,0.0010000000000000002,1.0,2.048000000000001e-09,2.048000000000001e-09,2,99,True,`xtol` termination condition is satisfied.
130,438,146,0,215,1,2.000000124149683,[-0.99999991  0.16928737],[-0.55231237  0.11672445],"[array([1.57079623, 4.71238895])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([ 0.44768754, -0.05256293])]",tr_interior_point,[1.57079623 4.71238895],0.5523123700403116,0.0,0.7974002361297607,0.00010000000000000003,1.0,2.048000000000001e-09,2.048000000000001e-09,2,130,True,`xtol` termination condition is satisfied.
106,342,114,0,156,1,2.000000048500552,[0.99999995 0.55829382],[0.55231239 0.38494623],"[array([1.57079636, 4.71238896])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.44768756, -0.17334759])]",tr_interior_point,[1.57079636 4.71238896],0.5523123909980856,0.0,0.5594217777252197,0.00010000000000000003,1.0,2.048000000000001e-09,2.048000000000001e-09,2,106,True,`xtol` termination condition is satisfied.
146,516,172,0,217,1,2.000000193347617,[-0.99999991 -0.99999994],[-0.55231236 -0.68950471],"[array([1.57079622, 4.71238889])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([0.44768754, 0.31049523])]",tr_interior_point,[1.57079622 4.71238889],0.6895047078384366,0.0,0.7921454906463623,1.0000000000000004e-05,1.0,2.048000000000001e-09,2.048000000000001e-09,2,146,True,`xtol` termination condition is satisfied.
137,432,144,0,209,4,2.0000000373917026,[0.99999999 0.03501183],[0.55231241 0.02414083],"[array([1.57079633, 4.71238895])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.44768758, -0.01087101])]",tr_interior_point,[1.57079633 4.71238895],0.5523124119558537,0.0,0.728351354598999,1.0000000000000004e-06,1.0,2.048000000000001e-09,2.048000000000001e-09,2,137,True,`xtol` termination condition is satisfied.
145,444,148,0,217,1,2.0000000060761045,[0.54585185 0.97832375],[0.30148076 0.67455885],"[array([1.57079632, 4.71238898])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.2443711 , -0.30376489])]",tr_interior_point,[1.57079632 4.71238898],0.6745588547679786,0.0,0.7292895317077637,1.0000000000000004e-06,1.0,2.048000000000001e-09,2.048000000000001e-09,2,145,True,`xtol` termination condition is satisfied.
170,531,177,0,260,2,2.000000071341011,[ 0.99999993 -0.06657427],[ 0.55231238 -0.04590328],"[array([1.57079636, 4.71238894])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.44768755,  0.020671  ])]",tr_interior_point,[1.57079636 4.71238894],0.5523123805192016,0.0,0.7876753807067871,2.937862361295638e-07,1.0,2.048000000000001e-09,2.048000000000001e-09,2,170,True,`xtol` termination condition is satisfied.
179,609,203,0,281,2,2.0000000235976763,[0.99999996 0.59452129],[0.5523124  0.40992524],"[array([1.57079634, 4.71238897])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.44768757, -0.18459604])]",tr_interior_point,[1.57079634 4.71238897],0.5523123962375276,0.0,0.9383070468902588,8.100863645422229e-08,1.0,2.048000000000001e-09,2.048000000000001e-09,2,179,True,`xtol` termination condition is satisfied.
164,591,197,0,247,1,2.0000000285342283,[0.67768545 0.2947295 ],[0.37429409 0.20321738],"[array([1.57079632, 4.71238896])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.30339136, -0.09151211])]",tr_interior_point,[1.57079632 4.71238896],0.37429408919712975,0.0,0.8329932689666748,1.0000000000000005e-08,1.0,2.048000000000001e-09,2.048000000000001e-09,2,164,True,`xtol` termination condition is satisfied.
176,558,186,0,267,2,2.0000000285342283,[0.67768545 0.2947295 ],[0.37429409 0.20321738],"[array([1.57079632, 4.71238896])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.30339136, -0.09151211])]",tr_interior_point,[1.57079632 4.71238896],0.37429408919712975,0.0,0.8805060386657715,2.5356079548680674e-09,1.0,2.048000000000001e-09,2.048000000000001e-09,2,176,True,`xtol` termination condition is satisfied.
188,636,212,0,280,2,2.0000000285342283,[0.67768545 0.2947295 ],[0.37429409 0.20321738],"[array([1.57079632, 4.71238896])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.30339136, -0.09151211])]",tr_interior_point,[1.57079632 4.71238896],0.37429408919712975,0.0,0.9834840297698975,8.021763890263095e-10,1.0,2.048000000000001e-09,2.048000000000001e-09,2,188,True,`xtol` termination condition is satisfied.
201,717,239,0,293,2,2.0000000285342283,[0.67768545 0.2947295 ],[0.37429409 0.20321738],"[array([1.57079632, 4.71238896])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.30339136, -0.09151211])]",tr_interior_point,[1.57079632 4.71238896],0.37429408919712975,0.0,1.0039331912994385,2.881650115756558e-10,1.0,2.048000000000001e-09,2.048000000000001e-09,2,201,True,`xtol` termination condition is satisfied.
214,729,243,0,305,2,2.0000000285342283,[0.67768545 0.2947295 ],[0.37429409 0.20321738],"[array([1.57079632, 4.71238896])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.30339136, -0.09151211])]",tr_interior_point,[1.57079632 4.71238896],0.37429408919712975,0.0,1.0260422229766846,8.257479460563695e-11,1.0,2.048000000000001e-09,2.048000000000001e-09,2,214,True,`xtol` termination condition is satisfied.
