nit,nfev,njev,nhev,cg_niter,cg_stop_cond,fun,grad,lagrangian_grad,constr,jac,constr_nfev,constr_njev,constr_nhev,v,method,x,optimality,constr_violation,execution_time,tr_radius,constr_penalty,barrier_parameter,barrier_tolerance,status,niter,success,message
1,3,1,0,0,0,1.4103002121270287,[-1.33032191  0.49603256],[-0.68081428  0.39266792],"[array([0.50220427, 1.60176479])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([ 0.64950763, -0.10336464])]",tr_interior_point,[0.50220427 1.60176479],0.6808142800064031,0.0,0.0054967403411865234,1.0,1.0,0.1,0.1,1,1,True,`gtol` termination condition is satisfied.
35,105,35,0,41,1,0.007636524225184532,[1.00661517 1.00094777],[0.5559527  0.69038752],"[array([1.57744006, 1.57176664])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.45066247, -0.31056025])]",tr_interior_point,[1.57744006 1.57176664],0.6903875185207076,0.0,0.21006393432617188,0.1,1.0,2.048000000000001e-09,2.048000000000001e-09,2,35,True,`xtol` termination condition is satisfied.
40,129,43,0,45,1,0.0011464255478753557,[-1.00005306 -1.00109209],[-0.55234172 -0.68999912],"[array([1.5707432 , 1.56970363])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([0.44771134, 0.31109297])]",tr_interior_point,[1.5707432  1.56970363],0.6899991234001646,0.0,0.22457003593444824,0.1,1.0,2.048000000000001e-09,2.048000000000001e-09,2,40,True,`xtol` termination condition is satisfied.
57,177,59,0,71,2,0.0002114001428326393,[-1.00019894  1.00001241],[-0.55242228  0.68951622],"[array([1.57059737, 1.57080875])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([ 0.44777666, -0.31049619])]",tr_interior_point,[1.57059737 1.57080875],0.689516220136053,0.0,0.3111100196838379,0.012199550491689476,1.0,2.048000000000001e-09,2.048000000000001e-09,2,57,True,`xtol` termination condition is satisfied.
68,210,70,0,72,2,0.0004162015153447695,[1.00029801 1.00011802],[0.55247699 0.689614  ],"[array([1.57109441, 1.57091439])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.44782103, -0.31050402])]",tr_interior_point,[1.57109441 1.57091439],0.6896140011536166,0.0,0.30780720710754395,0.005000000000000001,1.0,2.048000000000001e-09,2.048000000000001e-09,2,68,True,`xtol` termination condition is satisfied.
92,294,98,0,97,2,0.00012742306397933882,[-1.00009713  1.00003025],[-0.55236606  0.68953273],"[array([1.57069917, 1.57082658])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([ 0.44773107, -0.31049751])]",tr_interior_point,[1.57069917 1.57082658],0.6895327341283171,0.0,0.4544792175292969,0.0012500000000000002,1.0,2.048000000000001e-09,2.048000000000001e-09,2,92,True,`xtol` termination condition is satisfied.
118,366,122,0,123,2,6.227119177778332e-05,[-1.0000581  -1.00000417],[-0.5523445  -0.68950662],"[array([1.57073823, 1.57079216])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([0.44771359, 0.31049755])]",tr_interior_point,[1.57073823 1.57079216],0.6895066191240181,0.0,0.5120513439178467,0.00031250000000000006,1.0,2.048000000000001e-09,2.048000000000001e-09,2,118,True,`xtol` termination condition is satisfied.
152,471,157,0,187,2,1.7560517603458387e-05,[-1.00000057 -1.00001697],[-0.55231273 -0.68951242],"[array([1.57079574, 1.57077935])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([0.44768784, 0.31050455])]",tr_interior_point,[1.57079574 1.57077935],0.6895124239638428,0.0,0.6760396957397461,7.80222820728542e-05,1.0,2.048000000000001e-09,2.048000000000001e-09,2,152,True,`xtol` termination condition is satisfied.
167,516,172,0,197,2,3.931174537313571e-06,[1.00000385 1.00000012],[0.55231454 0.68950483],"[array([1.57080016, 1.57079643])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.44768931, -0.31049528])]",tr_interior_point,[1.57080016 1.57079643],0.689504834742573,0.0,0.7203445434570312,1.9462937014383606e-05,1.0,2.048000000000001e-09,2.048000000000001e-09,2,167,True,`xtol` termination condition is satisfied.
210,681,227,0,256,2,2.7571614116818703e-07,[ 1.00000014 -1.00000013],[ 0.5523125  -0.68950479],"[array([1.57079648, 1.5707962 ])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.44768765,  0.31049534])]",tr_interior_point,[1.57079648 1.5707962 ],0.6895047946244627,0.0,0.9095702171325684,4.858257610114142e-06,1.0,2.048000000000001e-09,2.048000000000001e-09,2,210,True,`xtol` termination condition is satisfied.
228,717,239,0,233,2,1.9384054508742218e-07,[1.00000003 1.00000019],[0.55231243 0.68950491],"[array([1.57079634, 1.5707965 ])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.4476876 , -0.31049529])]",tr_interior_point,[1.57079634 1.5707965 ],0.6895049050321735,0.0,0.8978574275970459,1.2141525561251546e-06,1.0,2.048000000000001e-09,2.048000000000001e-09,2,228,True,`xtol` termination condition is satisfied.
180,564,188,0,283,2,1.6687452089603422e-07,[-0.37256592  1.00000017],[-0.20577279  0.68950488],"[array([1.57079631, 1.57079648])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([ 0.16679314, -0.31049529])]",tr_interior_point,[1.57079631 1.57079648],0.6895048831096839,0.0,0.7764031887054443,3.2699121935587657e-07,1.0,2.048000000000001e-09,2.048000000000001e-09,2,180,True,`xtol` termination condition is satisfied.
192,621,207,0,281,2,1.9669143959264566e-08,[-0.20439594  0.52375297],[-0.11289042  0.36113015],"[array([1.57079631, 1.57079632])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([ 0.09150552, -0.16262282])]",tr_interior_point,[1.57079631 1.57079632],0.3611301464546663,0.0,0.8631453514099121,4.7225621285398385e-08,1.0,2.048000000000001e-09,2.048000000000001e-09,2,192,True,`xtol` termination condition is satisfied.
166,540,180,0,238,2,2.162842652240408e-08,[-0.0969984   0.24894325],[-0.05357342  0.17164754],"[array([1.57079631, 1.57079632])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([ 0.04342498, -0.0772957 ])]",tr_interior_point,[1.57079631 1.57079632],0.1716475442403656,0.0,0.7977805137634277,1.1314213318673084e-08,1.0,2.048000000000001e-09,2.048000000000001e-09,2,166,True,`xtol` termination condition is satisfied.
