nit,nfev,njev,nhev,cg_niter,cg_stop_cond,fun,grad,lagrangian_grad,constr,jac,constr_nfev,constr_njev,constr_nhev,v,method,x,optimality,constr_violation,execution_time,tr_radius,constr_penalty,barrier_parameter,barrier_tolerance,status,niter,success,message
1,3,1,0,0,0,2.648337909849911,[0.4919669  0.12413371],[0.20212194 0.11986007],"[array([0.66038651, 5.35420226])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.28984496, -0.00427364])]",tr_interior_point,[0.66038651 5.35420226],0.2021219389780305,0.0,0.005041599273681641,1.0,1.0,0.1,0.1,1,1,True,`gtol` termination condition is satisfied.
1,3,1,0,0,0,2.648337909849911,[0.4919669  0.12413371],[0.20212194 0.11986007],"[array([0.66038651, 5.35420226])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.28984496, -0.00427364])]",tr_interior_point,[0.66038651 5.35420226],0.2021219389780305,0.0,0.004548311233520508,1.0,1.0,0.1,0.1,1,1,True,`gtol` termination condition is satisfied.
4,12,4,0,5,1,2.123457709263542,[0.96753576 0.1068255 ],[0.00231519 0.10232067],"[array([0.11959143, 4.81219177])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.96522058, -0.00450483])]",tr_interior_point,[0.11959143 4.81219177],0.10232067339060565,0.0,0.028144359588623047,5.749401163642287,1.0,0.1,0.1,1,4,True,`gtol` termination condition is satisfied.
7,18,6,0,8,1,2.0307697919971264,[ 1.10117877 -0.02348762],[ 0.00029106 -0.01163236],"[array([0.02758985, 4.573052  ])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-1.1008877 ,  0.01185526])]",tr_interior_point,[0.02758985 4.573052  ],0.011632360534772576,0.0,0.05160164833068848,28.747005818211434,1.0,0.020000000000000004,0.020000000000000004,1,7,True,`gtol` termination condition is satisfied.
9,21,7,0,10,1,2.003705103578287,[ 1.10461068 -0.00294344],[-9.92165814e-07 -1.02940581e-03],"[array([3.34912699e-03, 4.59758866e+00])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-1.10461167,  0.00191403])]",tr_interior_point,[3.34912699e-03 4.59758866e+00],0.0010294058104838367,0.0,0.06412172317504883,143.73502909105719,1.0,0.004000000000000001,0.004000000000000001,1,9,True,`gtol` termination condition is satisfied.
9,21,7,0,10,1,2.003705103578287,[ 1.10461068 -0.00294344],[-9.92165814e-07 -1.02940581e-03],"[array([3.34912699e-03, 4.59758866e+00])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-1.10461167,  0.00191403])]",tr_interior_point,[3.34912699e-03 4.59758866e+00],0.0010294058104838367,0.0,0.06352043151855469,143.73502909105719,1.0,0.004000000000000001,0.004000000000000001,1,9,True,`gtol` termination condition is satisfied.
11,24,8,0,12,1,2.0007984151350207,[ 1.10457969e+00 -6.37477370e-04],[-1.20096888e-09 -2.39850945e-04],"[array([7.22586082e-04, 4.60061339e+00])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-1.10457969e+00,  3.97626426e-04])]",tr_interior_point,[7.22586082e-04 4.60061339e+00],0.00023985094468135251,0.0,0.07766914367675781,718.6751454552859,1.0,0.0008000000000000003,0.0008000000000000003,1,11,True,`gtol` termination condition is satisfied.
13,27,9,0,14,1,2.0001599899730786,[ 1.10449788e+00 -1.27904823e-04],[-1.90403249e-12 -4.82179812e-05],"[array([1.44843626e-04, 4.60136096e+00])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-1.10449788e+00,  7.96868421e-05])]",tr_interior_point,[1.44843626e-04 4.60136096e+00],4.8217981165023e-05,0.0,0.08886289596557617,3593.3757272764296,1.0,0.00016000000000000007,0.00016000000000000007,1,13,True,`gtol` termination condition is satisfied.
15,30,10,0,16,1,2.0000320015076904,[ 1.10446373e+00 -2.55890875e-05],[ 4.01900735e-14 -9.64737134e-06],"[array([2.89743219e-05, 4.60153087e+00])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-1.10446373e+00,  1.59417162e-05])]",tr_interior_point,[2.89743219e-05 4.60153087e+00],9.647371343059019e-06,0.0,0.09939980506896973,17966.87863638215,1.0,3.200000000000001e-05,3.200000000000001e-05,1,15,True,`gtol` termination condition is satisfied.
17,33,11,0,18,1,2.000006400148908,[ 1.10445258e+00 -5.11000235e-06],[ 8.88178420e-16 -1.92380275e-06],"[array([5.79484565e-06, 4.60156977e+00])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-1.10445258e+00,  3.18619961e-06])]",tr_interior_point,[5.79484565e-06 4.60156977e+00],1.923802745643006e-06,0.0,0.11218571662902832,89834.39318191074,1.0,6.400000000000003e-06,6.400000000000003e-06,1,17,True,`gtol` termination condition is satisfied.
19,36,12,0,20,1,2.0000012800102165,[ 1.10444927e+00 -1.02329378e-06],[ 0.00000000e+00 -3.85679504e-07],"[array([1.15895730e-06, 4.60157874e+00])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-1.10444927e+00,  6.37614276e-07])]",tr_interior_point,[1.15895730e-06 4.60157874e+00],3.8567950387475045e-07,0.0,0.1271049976348877,449171.9659095537,1.0,1.2800000000000007e-06,1.2800000000000007e-06,1,19,True,`gtol` termination condition is satisfied.
