nit,nfev,njev,nhev,cg_niter,cg_stop_cond,fun,grad,lagrangian_grad,constr,jac,constr_nfev,constr_njev,constr_nhev,v,method,x,optimality,constr_violation,execution_time,tr_radius,constr_penalty,barrier_parameter,barrier_tolerance,status,niter,success,message
1,3,1,0,0,0,2.7267523392987965,[-0.05957536  0.09664649],[-0.0105407   0.09649003],"[array([2.22251278, 3.84092783])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([ 0.04903466, -0.00015646])]",tr_interior_point,[2.22251278 3.84092783],0.09649003202520365,0.0,0.0046596527099609375,1.0,1.0,0.1,0.1,1,1,True,`gtol` termination condition is satisfied.
1,3,1,0,0,0,2.7267523392987965,[-0.05957536  0.09664649],[-0.0105407   0.09649003],"[array([2.22251278, 3.84092783])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([ 0.04903466, -0.00015646])]",tr_interior_point,[2.22251278 3.84092783],0.09649003202520365,0.0,0.0035889148712158203,1.0,1.0,0.1,0.1,1,1,True,`gtol` termination condition is satisfied.
1,3,1,0,0,0,2.7267523392987965,[-0.05957536  0.09664649],[-0.0105407   0.09649003],"[array([2.22251278, 3.84092783])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([ 0.04903466, -0.00015646])]",tr_interior_point,[2.22251278 3.84092783],0.09649003202520365,0.0,0.001998424530029297,1.0,1.0,0.1,0.1,1,1,True,`gtol` termination condition is satisfied.
63,195,65,0,94,2,0.00584707197043295,[-1.00572781 -1.00006924],[-0.55546598 -0.68953221],"[array([1.56505149, 1.57071057])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([0.45026183, 0.31053703])]",tr_interior_point,[1.56505149 1.57071057],0.6895322127929532,0.0,0.3476548194885254,0.014119040309002552,1.0,2.048000000000001e-09,2.048000000000001e-09,2,63,True,`xtol` termination condition is satisfied.
74,231,77,0,116,2,0.005902428482742629,[-1.00566864 -1.0001841 ],[-0.5554335  -0.68958434],"[array([1.56511034, 1.57059604])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([0.45023514, 0.31059976])]",tr_interior_point,[1.56511034 1.57059604],0.6895843410758302,0.0,0.38382697105407715,0.002462090906203496,1.0,2.048000000000001e-09,2.048000000000001e-09,2,74,True,`xtol` termination condition is satisfied.
107,339,113,0,151,2,2.137662319211678e-05,[-1.00002126 -1.0000001 ],[-0.55232416 -0.68950478],"[array([1.57077506, 1.57079621])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([0.4476971 , 0.31049533])]",tr_interior_point,[1.57077506 1.57079621],0.689504776004583,0.0,0.5293898582458496,0.0012487868275385021,1.0,2.048000000000001e-09,2.048000000000001e-09,2,107,True,`xtol` termination condition is satisfied.
140,447,149,0,163,2,6.595950359785657e-05,[-1.0000405  -1.00002541],[-0.55233479 -0.68951624],"[array([1.5707558, 1.5707709])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([0.44770572, 0.31050916])]",tr_interior_point,[1.5707558 1.5707709],0.6895162432533468,0.0,0.6541335582733154,0.00031250000000000006,1.0,2.048000000000001e-09,2.048000000000001e-09,2,140,True,`xtol` termination condition is satisfied.
166,519,173,0,184,2,1.5325463300055404e-05,[-1.000001    1.00001434],[-0.55231297  0.689518  ],"[array([1.57079533, 1.57081066])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([ 0.44768803, -0.31049634])]",tr_interior_point,[1.57079533 1.57081066],0.6895180023560303,0.0,0.7176837921142578,7.799496691941125e-05,1.0,2.048000000000001e-09,2.048000000000001e-09,2,166,True,`xtol` termination condition is satisfied.
185,582,194,0,222,2,2.6383115504788726e-06,[1.00000241 1.00000023],[0.55231375 0.68950494],"[array([1.57079875, 1.57079654])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.44768866, -0.31049529])]",tr_interior_point,[1.57079875 1.57079654],0.6895049410624003,0.0,0.8071737289428711,1.9456258886419123e-05,1.0,2.048000000000001e-09,2.048000000000001e-09,2,185,True,`xtol` termination condition is satisfied.
220,723,241,0,340,2,7.748608913671188e-07,[-1.00000016 -1.00000062],[-0.55231251 -0.68950501],"[array([1.57079617, 1.57079571])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([0.44768765, 0.31049561])]",tr_interior_point,[1.57079617 1.57079571],0.6895050111744764,0.0,0.9769301414489746,4.071461884150103e-06,1.0,2.048000000000001e-09,2.048000000000001e-09,2,220,True,`xtol` termination condition is satisfied.
253,804,268,0,319,2,1.226441124213921e-07,[1.00000006 1.00000008],[0.55231245 0.6895048 ],"[array([1.57079637, 1.5707964 ])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.44768761, -0.31049527])]",tr_interior_point,[1.57079637 1.5707964 ],0.6895048009317205,0.0,1.0667085647583008,1.214002559759413e-06,1.0,2.048000000000001e-09,2.048000000000001e-09,2,253,True,`xtol` termination condition is satisfied.
210,657,219,0,315,2,5.926852697518182e-08,[0.321732   1.00000006],[0.17769658 0.68950479],"[array([1.57079632, 1.57079638])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.14403542, -0.31049528])]",tr_interior_point,[1.57079632 1.57079638],0.6895047852071893,0.0,0.9277875423431396,3.683136375876576e-07,1.0,2.048000000000001e-09,2.048000000000001e-09,2,210,True,`xtol` termination condition is satisfied.
221,717,239,0,321,2,1.9337474205242567e-08,[-0.33960548  0.68730225],[-0.18756832  0.47389815],"[array([1.57079631, 1.57079632])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([ 0.15203716, -0.2134041 ])]",tr_interior_point,[1.57079631 1.57079632],0.473898149492081,0.0,0.9906506538391113,5.8963662880185786e-08,1.0,2.048000000000001e-09,2.048000000000001e-09,2,221,True,`xtol` termination condition is satisfied.
227,708,236,0,351,2,1.7570039383417127e-08,[0.5518948  1.00000003],[0.30481835 0.68950476],"[array([1.57079632, 1.57079634])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.24707645, -0.31049528])]",tr_interior_point,[1.57079632 1.57079634],0.6895047550992814,0.0,1.1114003658294678,2.4387026817139643e-08,1.0,2.048000000000001e-09,2.048000000000001e-09,2,227,True,`xtol` termination condition is satisfied.
224,627,209,0,290,2,1.314385750286412e-08,[0.81371172 0.06320272],[0.44942309 0.04357857],"[array([1.57079632, 1.57079632])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.36428863, -0.01962415])]",tr_interior_point,[1.57079632 1.57079632],0.44942308664170355,0.0,1.1114823818206787,3.3824267452409103e-09,1.0,2.048000000000001e-09,2.048000000000001e-09,2,224,True,`xtol` termination condition is satisfied.
247,786,262,0,323,2,1.3984620851731843e-08,[ 0.85079877 -0.0457239 ],[ 0.46990672 -0.03152684],"[array([1.57079633, 1.57079631])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.38089204,  0.01419705])]",tr_interior_point,[1.57079633 1.57079631],0.4699067230732028,0.0,1.2206342220306396,1.527274585830953e-09,1.0,2.048000000000001e-09,2.048000000000001e-09,2,247,True,`xtol` termination condition is satisfied.
241,738,246,0,289,2,1.0114779070129715e-08,[0.82477772 0.31095834],[0.45553497 0.21440724],"[array([1.57079632, 1.57079632])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.36924274, -0.09655109])]",tr_interior_point,[1.57079632 1.57079632],0.4555349734438926,0.0,1.0679962635040283,4.2328732335042026e-10,1.0,2.048000000000001e-09,2.048000000000001e-09,2,241,True,`xtol` termination condition is satisfied.
281,861,287,0,319,2,2.0723726403979413e-08,[-0.42024339  0.64949094],[-0.23210564  0.44782707],"[array([1.57079631, 1.57079632])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([ 0.18813775, -0.20166386])]",tr_interior_point,[1.57079631 1.57079632],0.44782707260721405,0.0,1.2090649604797363,7.851302707936796e-11,1.0,2.048000000000001e-09,2.048000000000001e-09,2,281,True,`xtol` termination condition is satisfied.
