nit,nfev,njev,nhev,cg_niter,cg_stop_cond,fun,grad,lagrangian_grad,constr,jac,constr_nfev,constr_njev,constr_nhev,v,method,x,optimality,constr_violation,execution_time,tr_radius,constr_penalty,barrier_parameter,barrier_tolerance,status,niter,success,message
1,3,1,0,0,0,0.31812831547972814,[-1.14835351 -1.08328412],[-0.84193141 -0.90868498],"[array([1.38202622, 1.46176672])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([0.30642211, 0.17459914])]",tr_interior_point,[1.38202622 1.46176672],0.9086849846760896,0.0,0.00498652458190918,1.0,1.0,0.1,0.1,1,1,True,`gtol` termination condition is satisfied.
36,111,37,0,39,1,0.0005099888195080953,[-1.00015036 -1.00035938],[-0.55239545 -0.68966755],"[array([1.57064589, 1.57043685])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([0.4477549 , 0.31069183])]",tr_interior_point,[1.57064589 1.57043685],0.6896675523036151,0.0,0.21606159210205078,0.1,1.0,2.048000000000001e-09,2.048000000000001e-09,2,36,True,`xtol` termination condition is satisfied.
40,129,43,0,42,1,0.001134858373391167,[-1.00089266  1.00024071],[-0.55280521  0.68972767],"[array([1.56990302, 1.57103745])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([ 0.44808746, -0.31051304])]",tr_interior_point,[1.56990302 1.57103745],0.6897276666436655,0.0,0.22890400886535645,0.1,1.0,2.048000000000001e-09,2.048000000000001e-09,2,40,True,`xtol` termination condition is satisfied.
62,192,64,0,76,1,0.00013934151256616783,[ 1.00002679 -1.00011254],[ 0.55232721 -0.68955573],"[array([1.57082311, 1.57068377])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.44769957,  0.31055681])]",tr_interior_point,[1.57082311 1.57068377],0.6895557322382325,0.0,0.3473820686340332,0.010000000000000002,1.0,2.048000000000001e-09,2.048000000000001e-09,2,62,True,`xtol` termination condition is satisfied.
75,231,77,0,95,2,0.0007095692709599414,[-1.00037584 -1.00033325],[-0.55251995 -0.68965571],"[array([1.57042028, 1.57046293])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([0.44785588, 0.31067755])]",tr_interior_point,[1.57042028 1.57046293],0.6896557063403612,0.0,0.3609490394592285,0.005000000000000001,1.0,2.048000000000001e-09,2.048000000000001e-09,2,75,True,`xtol` termination condition is satisfied.
104,321,107,0,117,2,0.00026732003154967973,[-1.00024648 -1.0000207 ],[-0.55244853 -0.6895141 ],"[array([1.57054979, 1.57077557])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([0.44779795, 0.3105066 ])]",tr_interior_point,[1.57054979 1.57077557],0.6895141013491741,0.0,0.4889340400695801,0.0012500000000000002,1.0,2.048000000000001e-09,2.048000000000001e-09,2,104,True,`xtol` termination condition is satisfied.
136,426,142,0,160,2,4.800494801755621e-05,[1.00002355 1.00002447],[0.55232542 0.68952738],"[array([1.57081987, 1.57082079])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.44769812, -0.31049709])]",tr_interior_point,[1.57081987 1.57082079],0.6895273809255661,0.0,0.6524524688720703,0.00031250000000000006,1.0,2.048000000000001e-09,2.048000000000001e-09,2,136,True,`xtol` termination condition is satisfied.
167,513,171,0,180,2,1.0939032596023216e-05,[ 1.00000148 -1.00000946],[ 0.55231324 -0.68950901],"[array([1.5707978 , 1.57078686])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.44768825,  0.31050044])]",tr_interior_point,[1.5707978  1.57078686],0.6895090149693482,0.0,0.7220754623413086,7.797552336822846e-05,1.0,2.048000000000001e-09,2.048000000000001e-09,2,167,True,`xtol` termination condition is satisfied.
189,585,195,0,215,2,1.3231214383846177e-06,[ 1.00000124 -1.00000008],[ 0.5523131  -0.68950477],"[array([1.57079755, 1.57079623])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.44768814,  0.31049532])]",tr_interior_point,[1.57079755 1.57079623],0.6895047664396874,0.0,0.8046538829803467,1.944883119022349e-05,1.0,2.048000000000001e-09,2.048000000000001e-09,2,189,True,`xtol` termination condition is satisfied.
216,672,224,0,244,2,8.126277696862526e-07,[ 1.0000004  -1.00000042],[ 0.55231264 -0.68950492],"[array([1.57079671, 1.5707959 ])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.44768776,  0.3104955 ])]",tr_interior_point,[1.57079671 1.5707959 ],0.689504919661312,0.0,0.8882157802581787,4.860629633768469e-06,1.0,2.048000000000001e-09,2.048000000000001e-09,2,216,True,`xtol` termination condition is satisfied.
231,711,237,0,251,2,1.9894923172781304e-07,[-1.00000019  0.72421956],[-0.55231252  0.49935282],"[array([1.57079613, 1.57079632])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([ 0.44768767, -0.22486675])]",tr_interior_point,[1.57079613 1.57079632],0.5523125200194158,0.0,0.9531159400939941,1.1762048977837623e-06,1.0,2.048000000000001e-09,2.048000000000001e-09,2,231,True,`xtol` termination condition is satisfied.
268,843,281,0,395,2,2.0499943356733534e-07,[-1.0000002   0.91433549],[-0.55231253  0.63043865],"[array([1.57079612, 1.57079633])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([ 0.44768767, -0.28389685])]",tr_interior_point,[1.57079612 1.57079633],0.6304386486099167,0.0,1.1040642261505127,2.968905186083982e-07,1.0,2.048000000000001e-09,2.048000000000001e-09,2,268,True,`xtol` termination condition is satisfied.
321,1026,342,0,479,2,2.0499943356733534e-07,[-1.0000002   0.91433549],[-0.55231253  0.63043865],"[array([1.57079612, 1.57079633])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([ 0.44768767, -0.28389685])]",tr_interior_point,[1.57079612 1.57079633],0.6304386486099167,0.0,1.3194866180419922,9.132763978803883e-08,1.0,2.048000000000001e-09,2.048000000000001e-09,2,321,True,`xtol` termination condition is satisfied.
