nit,nfev,njev,nhev,cg_niter,cg_stop_cond,fun,grad,lagrangian_grad,constr,jac,constr_nfev,constr_njev,constr_nhev,v,method,x,optimality,constr_violation,execution_time,tr_radius,constr_penalty,barrier_parameter,barrier_tolerance,status,niter,success,message
1,3,1,0,0,0,2.031964926720338,[1.38490725 0.00299097],[0.63855248 0.04183394],"[array([0.02288775, 5.40524228])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.74635476,  0.03884297])]",tr_interior_point,[0.02288775 5.40524228],0.638552484381796,0.0,0.006540775299072266,1.0,1.0,0.1,0.1,1,1,True,`gtol` termination condition is satisfied.
2,6,2,0,1,2,1.991082818039002,[0.29050763 0.04518563],[-0.00753079  0.06252683],"[array([-0.03250277,  5.3142205 ])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.29803842,  0.0173412 ])]",tr_interior_point,[-0.03250277  5.3142205 ],0.06252682893154424,0.032502771177819884,0.012555122375488281,6.999999999999998,1.0,0.1,0.1,1,2,True,`gtol` termination condition is satisfied.
2,6,2,0,1,2,1.991082818039002,[0.29050763 0.04518563],[-0.00753079  0.06252683],"[array([-0.03250277,  5.3142205 ])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.29803842,  0.0173412 ])]",tr_interior_point,[-0.03250277  5.3142205 ],0.06252682893154424,0.032502771177819884,0.013478517532348633,6.999999999999998,1.0,0.1,0.1,1,2,True,`gtol` termination condition is satisfied.
5,12,4,0,5,0,2.069417408775884,[1.36183089 0.00209908],[0.00241554 0.00905162],"[array([0.05001255, 5.46809232])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-1.35941535,  0.00695254])]",tr_interior_point,[0.05001255 5.46809232],0.009051618849892588,0.0,0.033492088317871094,24.499999999999993,1.0,0.020000000000000004,0.020000000000000004,1,5,True,`gtol` termination condition is satisfied.
8,18,6,0,9,0,2.030699850885205,[1.38758588 0.00243025],[0.00058091 0.00266307],"[array([0.02194752, 5.41940246])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-1.38700497e+00,  2.32815163e-04])]",tr_interior_point,[0.02194752 5.41940246],0.0026630665752721636,0.0,0.05568385124206543,122.49999999999997,1.0,0.004000000000000001,0.004000000000000001,1,8,True,`gtol` termination condition is satisfied.
10,24,8,0,13,1,2.005451857521901,[1.40233406e+00 5.82673820e-04],[5.62631597e-06 1.88763851e-03],"[array([3.88230882e-03, 5.39146035e+00])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-1.40232844e+00,  1.30496469e-03])]",tr_interior_point,[3.88230882e-03 5.39146035e+00],0.0018876385138696077,0.0,0.0705416202545166,122.49999999999997,1.0,0.004000000000000001,0.004000000000000001,1,10,True,`gtol` termination condition is satisfied.
12,27,9,0,15,1,2.0011673360893223,[1.40468919e+00 1.30067159e-04],[3.05064902e-07 3.83512440e-04],"[array([8.30782150e-04, 5.38685249e+00])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-1.40468889e+00,  2.53445282e-04])]",tr_interior_point,[8.30782150e-04 5.38685249e+00],0.0003835124402678204,0.0,0.08219313621520996,612.4999999999999,1.0,0.0008000000000000003,0.0008000000000000003,1,12,True,`gtol` termination condition is satisfied.
14,30,10,0,17,1,2.0001781376701393,[1.4052273e+00 2.0031288e-05],[2.29896946e-09 7.40777613e-05],"[array([1.26762149e-04, 5.38579482e+00])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-1.40522730e+00,  5.40464733e-05])]",tr_interior_point,[1.26762149e-04 5.38579482e+00],7.40777613030555e-05,0.0,0.09450483322143555,3062.4999999999995,1.0,0.00016000000000000007,0.00016000000000000007,1,14,True,`gtol` termination condition is satisfied.
15,30,10,0,17,0,2.0001781376701393,[1.4052273e+00 2.0031288e-05],[1.85238695e-08 2.18557061e-05],"[array([1.26762149e-04, 5.38579482e+00])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-1.40522728e+00,  1.82441806e-06])]",tr_interior_point,[1.26762149e-04 5.38579482e+00],2.1855706050588722e-05,0.0,0.10944271087646484,15312.499999999998,1.0,3.200000000000001e-05,3.200000000000001e-05,1,15,True,`gtol` termination condition is satisfied.
17,33,11,0,19,0,2.0000324063741455,[1.40530613e+00 3.65222007e-06],[5.99697181e-10 4.21584284e-06],"[array([2.30598213e-05, 5.38563735e+00])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-1.40530613e+00,  5.63622778e-07])]",tr_interior_point,[2.30598213e-05 5.38563735e+00],4.21584284481127e-06,0.0,0.12639975547790527,76562.49999999999,1.0,6.400000000000003e-06,6.400000000000003e-06,1,17,True,`gtol` termination condition is satisfied.
