nit,nfev,njev,nhev,cg_niter,cg_stop_cond,fun,grad,lagrangian_grad,constr,jac,constr_nfev,constr_njev,constr_nhev,v,method,x,optimality,constr_violation,execution_time,tr_radius,constr_penalty,barrier_parameter,barrier_tolerance,status,niter,success,message
1,3,1,0,0,0,2.4068784901446207,[-0.54827922 -0.38833881],[-0.22946844 -0.14872085],"[array([2.66625879, 6.1413314 ])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([0.31881078, 0.23961796])]",tr_interior_point,[2.66625879 6.1413314 ],0.22946843820030766,0.0,0.0050237178802490234,1.0,1.0,0.1,0.1,1,1,True,`gtol` termination condition is satisfied.
1,3,1,0,0,0,2.4068784901446207,[-0.54827922 -0.38833881],[-0.22946844 -0.14872085],"[array([2.66625879, 6.1413314 ])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([0.31881078, 0.23961796])]",tr_interior_point,[2.66625879 6.1413314 ],0.22946843820030766,0.0,0.0029892921447753906,1.0,1.0,0.1,0.1,1,1,True,`gtol` termination condition is satisfied.
2,6,2,0,1,2,2.3512896598006723,[-0.74549485 -0.27827344],[-0.08466561  0.00226729],"[array([2.77984817, 6.08734284])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([0.66082924, 0.28054073])]",tr_interior_point,[2.77984817 6.08734284],0.08466561342977263,0.0,0.01158905029296875,7.0,1.0,0.1,0.1,1,2,True,`gtol` termination condition is satisfied.
3,9,3,0,2,4,2.254277739152116,[-0.9743614  -0.15703824],[-0.02842909  0.0133295 ],"[array([2.91230918, 6.00824075])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([0.9459323 , 0.17036774])]",tr_interior_point,[2.91230918 6.00824075],0.02842909222937362,0.0,0.020895004272460938,7.0,1.0,0.1,0.1,1,3,True,`gtol` termination condition is satisfied.
6,15,5,0,4,4,2.044012342882893,[-1.22068478 -0.02301601],[-0.00083689  0.00333591],"[array([3.10606931, 5.97380069])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([1.21984789, 0.02635192])]",tr_interior_point,[3.10606931 5.97380069],0.0033359072915907922,0.0,0.049123525619506836,35.0,1.0,0.020000000000000004,0.020000000000000004,1,6,True,`gtol` termination condition is satisfied.
8,18,6,0,6,0,2.0217396905793534,[-1.25239146 -0.01073103],[-3.03482714e-04  7.17299700e-05],"[array([3.12435447, 5.9536159 ])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([1.25208798, 0.01080276])]",tr_interior_point,[3.12435447 5.9536159 ],0.00030348271417524053,0.0,0.05396676063537598,175.0,1.0,0.004000000000000001,0.004000000000000001,1,8,True,`gtol` termination condition is satisfied.
8,18,6,0,6,0,2.0217396905793534,[-1.25239146 -0.01073103],[-3.03482714e-04  7.17299700e-05],"[array([3.12435447, 5.9536159 ])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([1.25208798, 0.01080276])]",tr_interior_point,[3.12435447 5.9536159 ],0.00030348271417524053,0.0,0.054114580154418945,175.0,1.0,0.004000000000000001,0.004000000000000001,1,8,True,`gtol` termination condition is satisfied.
10,21,7,0,7,0,2.0044996094602427,[-1.26827513 -0.00219101],[-1.30878975e-05  7.79002960e-06],"[array([3.1380498 , 5.95037893])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([1.26826204, 0.0021988 ])]",tr_interior_point,[3.1380498  5.95037893],1.3087897492658485e-05,0.0,0.06717348098754883,875.0,1.0,0.0008000000000000003,0.0008000000000000003,1,10,True,`gtol` termination condition is satisfied.
10,21,7,0,7,0,2.0044996094602427,[-1.26827513 -0.00219101],[-1.30878975e-05  7.79002960e-06],"[array([3.1380498 , 5.95037893])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([1.26826204, 0.0021988 ])]",tr_interior_point,[3.1380498  5.95037893],1.3087897492658485e-05,0.0,0.07791423797607422,875.0,1.0,0.0008000000000000003,0.0008000000000000003,1,10,True,`gtol` termination condition is satisfied.
12,24,8,0,8,0,2.000827419011368,[-1.27223839e+00 -4.00683726e-04],[-4.33838694e-07  5.08878642e-06],"[array([3.14094246, 5.94865719])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([1.27223795e+00, 4.05772513e-04])]",tr_interior_point,[3.14094246 5.94865719],5.088786418073446e-06,0.0,0.08816051483154297,4375.0,1.0,0.00016000000000000007,0.00016000000000000007,1,12,True,`gtol` termination condition is satisfied.
