nit,nfev,njev,nhev,cg_niter,cg_stop_cond,fun,grad,lagrangian_grad,constr,jac,constr_nfev,constr_njev,constr_nhev,v,method,x,optimality,constr_violation,execution_time,tr_radius,constr_penalty,barrier_parameter,barrier_tolerance,status,niter,success,message
1,3,1,0,0,0,2.57442538184723,[ 0.57731366 -0.23770285],[ 0.2434251 -0.0741014],"[array([0.58042076, 5.80930884])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.33388856,  0.16360144])]",tr_interior_point,[0.58042076 5.80930884],0.24342509765563963,0.0,0.004990577697753906,1.0,1.0,0.1,0.1,1,1,True,`gtol` termination condition is satisfied.
1,3,1,0,0,0,2.57442538184723,[ 0.57731366 -0.23770285],[ 0.2434251 -0.0741014],"[array([0.58042076, 5.80930884])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.33388856,  0.16360144])]",tr_interior_point,[0.58042076 5.80930884],0.24342509765563963,0.0,0.003993511199951172,1.0,1.0,0.1,0.1,1,1,True,`gtol` termination condition is satisfied.
2,6,2,0,1,2,2.372611819273052,[ 0.95408893 -0.14355461],[0.06308528 0.0098943 ],"[array([0.32209736, 5.82421781])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.89100365,  0.15344891])]",tr_interior_point,[0.32209736 5.82421781],0.06308527699084499,0.0,0.011529207229614258,6.999999999999999,1.0,0.1,0.1,1,2,True,`gtol` termination condition is satisfied.
3,9,3,0,2,4,2.2123313970365337,[ 1.16315234 -0.07065058],[0.01662534 0.02241171],"[array([0.16857157, 5.80013882])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-1.14652699,  0.09306229])]",tr_interior_point,[0.16857157 5.80013882],0.0224117127556078,0.0,0.020615100860595703,6.999999999999999,1.0,0.1,0.1,1,3,True,`gtol` termination condition is satisfied.
5,12,4,0,3,4,2.0560748440904217,[ 1.29452112 -0.01946117],[0.00150505 0.00358993],"[array([0.04259014, 5.82689992])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-1.29301608,  0.0230511 ])]",tr_interior_point,[0.04259014 5.82689992],0.003589934568415682,0.0,0.03458142280578613,34.99999999999999,1.0,0.020000000000000004,0.020000000000000004,1,5,True,`gtol` termination condition is satisfied.
7,15,5,0,5,0,2.0222730648507747,[ 1.32720721 -0.00733462],[3.02624241e-04 9.04203510e-05],"[array([0.01667559, 5.81406328])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-1.32690458,  0.00742504])]",tr_interior_point,[0.01667559 5.81406328],0.00030262424109928077,0.0,0.045166730880737305,174.99999999999997,1.0,0.004000000000000001,0.004000000000000001,1,7,True,`gtol` termination condition is satisfied.
7,15,5,0,5,0,2.0222730648507747,[ 1.32720721 -0.00733462],[3.02624241e-04 9.04203510e-05],"[array([0.01667559, 5.81406328])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-1.32690458,  0.00742504])]",tr_interior_point,[0.01667559 5.81406328],0.00030262424109928077,0.0,0.04649615287780762,174.99999999999997,1.0,0.004000000000000001,0.004000000000000001,1,7,True,`gtol` termination condition is satisfied.
9,18,6,0,6,0,2.004427286650796,[ 1.34251586 -0.00143106],[1.19319031e-05 2.22210073e-05],"[array([3.29370138e-03, 5.81006494e+00])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-1.34250392,  0.00145328])]",tr_interior_point,[3.29370138e-03 5.81006494e+00],2.2221007262618678e-05,0.0,0.05834698677062988,874.9999999999999,1.0,0.0008000000000000003,0.0008000000000000003,1,9,True,`gtol` termination condition is satisfied.
9,18,6,0,6,0,2.004427286650796,[ 1.34251586 -0.00143106],[1.19319031e-05 2.22210073e-05],"[array([3.29370138e-03, 5.81006494e+00])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-1.34250392,  0.00145328])]",tr_interior_point,[3.29370138e-03 5.81006494e+00],2.2221007262618678e-05,0.0,0.05973958969116211,874.9999999999999,1.0,0.0008000000000000003,0.0008000000000000003,1,9,True,`gtol` termination condition is satisfied.
13,24,8,0,10,0,2.0001605244497838,[ 1.34574434e+00 -5.18030748e-05],[1.53294015e-08 1.87621534e-06],"[array([1.19277735e-04, 5.80995735e+00])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-1.34574433e+00,  5.36792901e-05])]",tr_interior_point,[1.19277735e-04 5.80995735e+00],1.876215335571484e-06,0.0,0.08517694473266602,21874.999999999996,1.0,3.200000000000001e-05,3.200000000000001e-05,1,13,True,`gtol` termination condition is satisfied.
