nit,nfev,njev,nhev,cg_niter,cg_stop_cond,fun,grad,lagrangian_grad,constr,jac,constr_nfev,constr_njev,constr_nhev,v,method,x,optimality,constr_violation,execution_time,tr_radius,constr_penalty,barrier_parameter,barrier_tolerance,status,niter,success,message
1,3,1,0,0,0,0.5886139326317341,[ 1.30827193 -0.95304235],[ 0.9128405  -0.80976713],"[array([2.01982818, 1.51106129])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.39543144,  0.14327523])]",tr_interior_point,[2.01982818 1.51106129],0.9128404976147695,0.0,0.005497932434082031,1.0,1.0,0.1,0.1,1,1,True,`gtol` termination condition is satisfied.
31,99,33,0,34,1,0.007578593662080777,[ 1.00034657 -1.00717742],[ 0.5525038  -0.69273144],"[array([1.57114547, 1.56359282])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.44784278,  0.31444599])]",tr_interior_point,[1.57114547 1.56359282],0.6927314354335133,0.0,0.18139314651489258,0.1,1.0,2.048000000000001e-09,2.048000000000001e-09,2,31,True,`xtol` termination condition is satisfied.
37,120,40,0,45,1,0.0035566269506009636,[1.00148796 1.00205803],[0.55313356 0.69141104],"[array([1.57228846, 1.57285759])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.44835439, -0.31064699])]",tr_interior_point,[1.57228846 1.57285759],0.6914110406599809,0.0,0.24326586723327637,0.1,1.0,2.048000000000001e-09,2.048000000000001e-09,2,37,True,`xtol` termination condition is satisfied.
62,195,65,0,87,1,0.0008610455056353812,[ 1.0002283  -1.00063212],[ 0.55243849 -0.68979104],"[array([1.57102478, 1.57016396])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.4477898 ,  0.31084109])]",tr_interior_point,[1.57102478 1.57016396],0.6897910365794095,0.0,0.3257412910461426,0.010000000000000002,1.0,2.048000000000001e-09,2.048000000000001e-09,2,62,True,`xtol` termination condition is satisfied.
76,237,79,0,84,2,0.00037639332330185175,[ 1.00030443 -1.00007181],[ 0.55248053 -0.68953727],"[array([1.5711008 , 1.57072446])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.4478239 ,  0.31053455])]",tr_interior_point,[1.5711008  1.57072446],0.6895372674355036,0.0,0.3531835079193115,0.005000000000000001,1.0,2.048000000000001e-09,2.048000000000001e-09,2,76,True,`xtol` termination condition is satisfied.
102,312,104,0,112,2,0.00026167301464236753,[1.00024857 1.00001304],[0.55244968 0.68951681],"[array([1.57104491, 1.57080939])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.44779888, -0.31049623])]",tr_interior_point,[1.57104491 1.57080939],0.689516809715881,0.0,0.5161120891571045,0.0012500000000000002,1.0,2.048000000000001e-09,2.048000000000001e-09,2,102,True,`xtol` termination condition is satisfied.
135,426,142,0,152,2,2.858163129617376e-05,[-1.00001422 -1.00001436],[-0.55232027 -0.68951124],"[array([1.5707821 , 1.57078197])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([0.44769395, 0.31050312])]",tr_interior_point,[1.5707821  1.57078197],0.6895112390813647,0.0,0.6272668838500977,0.0003124001277357709,1.0,2.048000000000001e-09,2.048000000000001e-09,2,135,True,`xtol` termination condition is satisfied.
152,486,162,0,157,2,1.730587515155636e-05,[-1.00000579 -1.00001148],[-0.55231562 -0.68950993],"[array([1.57079052, 1.57078483])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([0.44769018, 0.31050155])]",tr_interior_point,[1.57079052 1.57078483],0.6895099316574174,0.0,0.622352123260498,7.802047601378545e-05,1.0,2.048000000000001e-09,2.048000000000001e-09,2,152,True,`xtol` termination condition is satisfied.
181,567,189,0,204,2,1.5807823796896973e-06,[ 1.00000041 -1.00000117],[ 0.55231264 -0.68950526],"[array([1.57079671, 1.57079513])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.44768776,  0.31049592])]",tr_interior_point,[1.57079671 1.57079513],0.6895052579593304,0.0,0.7578964233398438,1.5813635642744792e-05,1.0,2.048000000000001e-09,2.048000000000001e-09,2,181,True,`xtol` termination condition is satisfied.
193,624,208,0,262,2,1.0616338336213341e-07,[1.00000009 1.00000002],[0.55231247 0.68950475],"[array([1.57079642, 1.57079634])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.44768762, -0.31049527])]",tr_interior_point,[1.57079642 1.57079634],0.6895047455383245,0.0,0.8192470073699951,4.2069269566405274e-06,1.0,2.048000000000001e-09,2.048000000000001e-09,2,193,True,`xtol` termination condition is satisfied.
