Al,Ap,cost,Xtau,XN,Ztau,ZN,xx,yy,zz,fev
2.9377410694404595,1.549546469372065,0.008321858672467042,2.6174335455268314,22.0,0.5030169272090741,1.0,-0.05464566580471812,0.0035910000396889956,-0.98335628265503,57600
3.8677686926288724,1.5984039181692853,0.0042446687854161835,0.3475625,10.0,0.1046875,22.0,-0.05320032793259595,0.0010065483346547704,-0.9915106624291786,91041
4.0609179786185825,1.3537912163447516,0.00572521676763571,1.650000014901161,25.0,0.41250000000000003,25.0,-0.025569364146989806,0.02641920334792923,-0.9885495664647572,54275
2.9288459992983467,0.8904242678980653,0.0044773601914935846,4.13,10.0,0.2581250149011612,25.0,-0.02416149415987736,0.002945458478275295,-0.9910452796170549,43207
3.7284043428574787,0.7575854161721921,0.004458101824152516,1.715000014901161,13.0,0.1071875,7.0,-0.014410910563419001,0.005251873547201068,-0.9910837963516846,46327
2.302693978844974,0.3233819994593859,0.006536901710481824,2.845000014901161,25.0,1.2446875000000002,4.0,-0.009779006575467188,-0.008321275334875426,-0.9869261965790384,51693
2.880419606099772,1.1430607620404079,0.005098666571145771,1.8849999999999998,25.0,0.1178125149011612,4.0,-0.03511013332860294,-0.0006402613996888372,-0.9898026668577178,46756
1.771808958298563,0.7541836079231268,0.0018794033382256714,3.920000014901161,10.0,0.245,4.0,-0.013715254137679971,0.012707071223256858,-0.9962411933235479,35458
3.792676874468957,0.60732757968011,0.00407923798470855,1.6999999999999997,19.0,0.425,10.0,-0.00013048210050883424,0.010320586573406086,-0.9918415240305677,36073
4.23650513104623,1.8099989024048824,0.00870905731540339,0.3189062499743403,9.0,0.13203124998686705,6.0,-0.05652320484965933,-0.0062557026791850955,-0.9825818853691852,85268
3.9895783125017443,1.5895897811242112,0.0025406977184445623,4.31154196427418,22.0,1.026450915420417,1.0,-0.033254241056403594,-0.011361486791512486,-0.994918604563057,65651
3.204052954442209,1.6518855578085008,0.003668719129294118,3.255,10.0,0.2034375,13.0,0.003039596353063857,0.048123613963355,-0.9926625617414035,52109
4.693886974795152,1.4849965730550232,0.003451813578665641,2.785,25.0,0.1740625149011612,4.0,-0.03242996772739991,0.005231071073796953,-0.9930963728426628,45086
4.325972686646383,0.8132509012620988,0.0028774888777168828,2.8950000149011608,13.0,1.085625,25.0,-0.016314296340836615,-0.014770542076158522,-0.9942450222445943,40931
1.7447956935066888,0.42640634606013544,0.005519730858059568,3.9399999999999995,16.0,0.24625,13.0,-0.007080947442740764,0.00790128069212357,-0.9889605382838837,39734
