x,status,success,message,nfev,fun,maxcv
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,169,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,171,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,173,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,173,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,175,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,177,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,177,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,179,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,181,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,181,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,183,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,185,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,185,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,187,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,189,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,189,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,191,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,193,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,193,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,195,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,197,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,197,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,199,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,201,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,201,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,203,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,205,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,205,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,207,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,209,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,209,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,211,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,213,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,213,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,215,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,217,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,217,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,219,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,221,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,221,1.3237705694781865,0.0
