x,status,success,message,nfev,fun,maxcv
[4.24720458 1.48587259],1,True,Optimization terminated successfully.,4,1.738684584781005,0.0
[2.74951179 1.48037657],1,True,Optimization terminated successfully.,5,1.662941181900453,0.0
[3.34095463 1.64418739],1,True,Optimization terminated successfully.,9,1.5159961824495556,0.0
[3.10164429 1.55301542],1,True,Optimization terminated successfully.,14,1.3636142602608041,0.0
[3.15653746 1.57932959],1,True,Optimization terminated successfully.,19,1.3387301281550208,0.0
[3.13904066 1.57908174],1,True,Optimization terminated successfully.,24,1.3263403568109668,0.0
[3.14136185 1.57937277],1,True,Optimization terminated successfully.,30,1.3240033206889004,0.0
[3.14172804 1.5793116 ],1,True,Optimization terminated successfully.,37,1.3239070968071573,0.0
[3.14163649 1.57931165],1,True,Optimization terminated successfully.,39,1.323814776025545,0.0
[3.14159834 1.57930404],1,True,Optimization terminated successfully.,44,1.3237763066168315,0.0
[3.14159071 1.57930404],1,True,Optimization terminated successfully.,49,1.3237725263478264,0.0
[3.1415931  1.57930404],1,True,Optimization terminated successfully.,51,1.3237710169897996,0.0
[3.1415925  1.57930416],1,True,Optimization terminated successfully.,55,1.323770723061798,0.0
[3.14159271 1.57930416],1,True,Optimization terminated successfully.,60,1.3237706262781186,0.0
[3.14159264 1.57930416],1,True,Optimization terminated successfully.,65,1.3237705797793917,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,71,1.3237705709508192,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,76,1.323770570011607,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,78,1.3237705695317734,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,85,1.323770569502423,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,90,1.3237705694877477,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,95,1.3237705694796311,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,97,1.3237705694790343,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,102,1.3237705694783624,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,107,1.3237705694782267,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,112,1.323770569478196,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,118,1.3237705694781883,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,124,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,125,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,127,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,129,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,129,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,131,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,133,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,133,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,135,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,137,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,137,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,139,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,141,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,141,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,143,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,145,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,145,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,147,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,149,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,149,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,151,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,153,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,153,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,155,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,157,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,157,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,159,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,161,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,161,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,163,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,165,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,165,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,167,1.3237705694781865,0.0
[3.14159265 1.57930416],1,True,Optimization terminated successfully.,169,1.3237705694781865,0.0
