x,status,success,message,nfev,fun,maxcv
[4.1040173  6.49723597],1,True,Optimization terminated successfully.,4,1.9456461520072659,0.0
[2.60417837 6.49290368],1,True,Optimization terminated successfully.,5,1.8642622507088968,0.0
[2.97935678 6.47621873],1,True,Optimization terminated successfully.,9,1.574333962283612,0.0
[3.10330919 6.44902227],1,True,Optimization terminated successfully.,15,1.4412882980945012,0.0
[3.12781218 6.43968052],1,True,Optimization terminated successfully.,19,1.4136182059970204,0.0
[3.14424766 6.44160623],1,True,Optimization terminated successfully.,24,1.400990879146283,0.0
[3.14127877 6.44334079],1,True,Optimization terminated successfully.,29,1.3983136652443082,0.0
[3.14176705 6.44340196],1,True,Optimization terminated successfully.,34,1.398153765419626,0.0
[3.14161446 6.44340187],1,True,Optimization terminated successfully.,39,1.397978804104514,0.0
[3.14158394 6.44339805],1,True,Optimization terminated successfully.,45,1.3979637868478731,0.0
[3.14158966 6.44339614],1,True,Optimization terminated successfully.,49,1.397957225219534,0.0
[3.14159205 6.44339614],1,True,Optimization terminated successfully.,54,1.3979544912302548,0.0
[3.14159253 6.4433962 ],1,True,Optimization terminated successfully.,59,1.3979539444323192,0.0
[3.14159262 6.44339623],1,True,Optimization terminated successfully.,63,1.3979538419075168,0.0
[3.14159267 6.44339623],1,True,Optimization terminated successfully.,68,1.397953813644016,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,73,1.3979538008545105,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,78,1.397953798537496,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,83,1.3979537980250087,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,88,1.3979537979206553,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,93,1.3979537978844738,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,98,1.3979537978742824,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,103,1.3979537978732397,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,105,1.3979537978728322,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,109,1.3979537978727345,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,114,1.3979537978727181,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,116,1.397953797872712,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,120,1.3979537978727103,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,122,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,123,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,125,1.3979537978727101,0.0
