x,status,success,message,nfev,fun,maxcv
[-1.03784475  1.65196299],1,True,Optimization terminated successfully.,5,1.024269707949121,0.0
[0.48146032 1.47631045],1,True,Optimization terminated successfully.,8,0.786978067401997,0.0
[0.10717672 1.50080086],1,True,Optimization terminated successfully.,10,0.5044143057043986,0.0
[0.01452543 1.53556157],1,True,Optimization terminated successfully.,15,0.41088319649910227,0.0
[-0.00286843  1.51231601],1,True,Optimization terminated successfully.,20,0.3989881674614011,0.0
[0.00173558 1.50454274],1,True,Optimization terminated successfully.,24,0.3978062738076511,0.0
[2.70736100e-04 1.50453892e+00],1,True,Optimization terminated successfully.,27,0.39624913960020136,0.0
[4.64872191e-05 1.50441822e+00],1,True,Optimization terminated successfully.,33,0.39601057628857245,0.0
[-3.43897291e-05  1.50454040e+00],1,True,Optimization terminated successfully.,37,0.39599769959587416,0.0
[-1.10165452e-05  1.50454750e+00],1,True,Optimization terminated successfully.,41,0.39597283067422645,0.0
[-1.57873620e-06  1.50454818e+00],1,True,Optimization terminated successfully.,46,0.39596278884036173,0.0
[-6.25061817e-07  1.50454842e+00],1,True,Optimization terminated successfully.,51,0.39596177412591715,0.0
[-1.48224744e-07  1.50454848e+00],1,True,Optimization terminated successfully.,57,0.39596126676864807,0.0
[-5.88177316e-08  1.50454851e+00],1,True,Optimization terminated successfully.,61,0.3959611716390746,0.0
[-6.66366761e-09  1.50454852e+00],1,True,Optimization terminated successfully.,67,0.3959611161468506,0.0
[2.64955813e-09 1.50454852e+00],1,True,Optimization terminated successfully.,71,0.3959611118758149,0.0
[-2.46524494e-10  1.50454852e+00],1,True,Optimization terminated successfully.,76,0.3959611093189732,0.0
[-1.44409533e-10  1.50454852e+00],1,True,Optimization terminated successfully.,81,0.3959611092103223,0.0
[-5.70980418e-11  1.50454852e+00],1,True,Optimization terminated successfully.,83,0.3959611091174223,0.0
[-6.16633802e-12  1.50454852e+00],1,True,Optimization terminated successfully.,89,0.3959611090632306,0.0
[-2.52835898e-12  1.50454852e+00],1,True,Optimization terminated successfully.,94,0.3959611090593598,0.0
[3.66750431e-13 1.50454852e+00],1,True,Optimization terminated successfully.,99,0.39596110905705995,0.0
[-7.04783383e-14  1.50454852e+00],1,True,Optimization terminated successfully.,105,0.3959611090567446,0.0
[2.95946068e-14 1.50454852e+00],1,True,Optimization terminated successfully.,110,0.39596110905670107,0.0
[-5.93251416e-15  1.50454852e+00],1,True,Optimization terminated successfully.,112,0.3959611090566759,0.0
[-2.34122588e-15  1.50454852e+00],1,True,Optimization terminated successfully.,117,0.3959611090566722,0.0
[-3.39044478e-16  1.50454852e+00],1,True,Optimization terminated successfully.,125,0.39596110905667004,0.0
[-1.32552978e-16  1.50454852e+00],1,True,Optimization terminated successfully.,130,0.39596110905666976,0.0
[1.16077359e-18 1.50454852e+00],1,True,Optimization terminated successfully.,132,0.3959611090566696,0.0
[-2.55819767e-17  1.50454852e+00],1,True,Optimization terminated successfully.,134,0.3959611090566696,0.0
[-2.55819767e-17  1.50454852e+00],1,True,Optimization terminated successfully.,135,0.3959611090566696,0.0
