Al,Ap,Xtau,XN,Ztau,ZN,fun,xx,yy,zz,fev,11
4.566963080860964,1.664841988561454,1.5562920707753707,9.0,0.9585625,1.0,0.028422536004893494,0.02794665267618169,0.05388657375777192,0.9954401141219202,1504,shgo1
3.415168724612519,1.671244335161658,3.1715545298310377,9.0,2.315146505689357,9.0,0.012453257382519015,0.05603447408363763,0.10805900234155709,0.999388098351694,4636,shgo1
2.3205878043165935,0.451742519678543,2.83899259552179,17.0,2.0578728979064342,9.0,0.02501246743410037,0.022323444136988134,0.34246053693694994,0.9950982701409459,1577,shgo1
1.7586005143405021,1.1025594452307985,0.44722203033048424,15.0,0.23730178635896215,11.0,0.046264260952618465,0.04530431030870759,0.000838468542731223,0.9963915046644285,2369,shgo1
2.1118492444032224,1.1782385932245663,0.4264734160554778,15.0,0.22680686467689895,11.0,0.04762529426368285,0.046552188947681504,0.000912779912131706,0.9961596178417802,2271,shgo1
4.63938859814931,1.2949138898624475,4.039129670319067,17.0,2.951250211898374,5.0,0.013749891252589337,0.03279190469613267,0.0594502692937867,0.9990554071620213,3770,shgo1
4.70404583142491,1.245296785991106,4.014101966960907,17.0,2.3178404936478785,13.0,0.02045290109154549,0.03165133277243456,0.05841970155113351,0.9993927233484395,3759,shgo1
3.763569050106618,1.0591609104424327,1.7011676648151428,9.0,1.2466182843152969,9.0,0.03278968043289058,0.03380175150088612,0.0024761801458901885,0.991887808254228,1416,shgo1
3.444482675154714,1.1115250008319069,1.7591453496854064,9.0,1.2941733706778369,9.0,0.025323674660473933,0.050851309627736,0.003987153816735284,0.9990501710857531,1257,shgo1
0.7890831611920279,0.8827530870805563,1.4947666266700494,7.0,0.9062167772060145,15.0,0.04403255142865291,0.1767460918117607,0.2797222375653668,0.9842925448125012,5867,shgo1
4.956437657048752,1.504815927660254,3.912918421570141,9.0,2.8492251608338997,9.0,0.01594325857247537,0.032601927161225105,0.0836673059348061,0.9991706812145686,4399,shgo1
4.799713273848402,1.626706357936783,2.764470370159632,9.0,2.1970468529698652,13.0,0.03161745561133728,0.05636583461441027,0.04725060341801647,0.9974914634790475,1848,shgo1
2.8962234614641393,0.8267610839441445,4.137237402011978,13.0,2.3928679397341783,9.0,0.021522493204220332,0.09115017146201526,0.43979703943008813,0.99915652896072,2513,shgo1
1.1451231736333065,0.7929113814483394,0.46378619369618534,11.0,0.32454144392440976,15.0,0.036339982850042,0.034847922220121674,0.0004800859868955565,0.9976006332645069,2522,shgo1
4.7151110604409565,0.7175831994201409,4.0262221881762725,17.0,2.911597894629092,9.0,0.022733687652009362,0.011256125357256598,0.03564750584970799,0.9982745907134685,3085,shgo1
