Al,Ap,N,x,z,fun,6,7,8
2.257687412832859,0.42637206944488487,17.0,2.86,1.8232499999999998,0.04941450785569583,0.012560927111693978,0.01933903118161706,0.9717203288464613
0.8064735686690906,0.8600278294586072,9.0,1.4907462599719252,0.73045939694341,0.0056517745383342245,0.04316100098679039,0.13223029976911455,0.998965659030045
1.2758962558473552,0.6732929268670425,15.0,0.4807398159545744,0.3488296080612755,0.030710341241703663,0.029329400453100174,0.0003880749000883571,0.9983077883651296
2.4319714502706153,1.7078202334497123,9.0,4.344169888081621,0.6707074041515528,0.053080631631361515,0.07539717752409245,0.022973608975568695,0.9922334378968319
4.377672983203521,0.7352408010095141,17.0,2.88,0.432,0.06194209980699207,0.021956815430326015,0.03297004017571376,0.9545947594721209
3.9466570463419965,1.6359619570277477,9.0,0.3275957216341942,0.22197412514530673,0.05390049451057019,0.05539863781647706,0.0010856575667985632,0.9952078117877555
4.672454170654205,0.8921939434869595,13.0,4.03673845144387,2.5792631448967707,0.017166265333656172,0.03802522612508853,0.2591693633977756,0.9994765466863542
2.6366239183872042,0.4126091049275404,17.0,2.73,1.29675,0.2209498490014817,0.02012145193752043,0.002003953700335223,0.8147831581637338
0.3327874576223139,1.0132840421695337,9.0,4.892931222911581,3.094590517148442,0.0745619507958238,0.09719782826122406,0.027657597765982707,0.9829676932457001
0.4125177738815236,0.45968839895883834,15.0,0.5260867654031526,0.29447328707120557,0.02183328367296789,0.02114640177339868,0.00013813889905425238,0.9991184975935974
