Al,Ap,Xtau,XN,Ztau,ZN,fun,xx,yy,zz,fev,11
3.015186699569339,0.7328388078381352,4.083539616215595,13.0,2.676520533831085,5.0,0.018504780708369646,0.3023773781074575,0.48745073886097057,0.9991734369929425,2525,shgo1
1.5392004548436353,1.4969737964995342,1.3309349618898891,9.0,0.97975559072175,5.0,0.007443849347499987,0.13882292812247887,0.4471603279571931,0.997992535725857,10025,shgo1
3.102448479206805,0.5442519154352805,4.04955039744836,17.0,3.2394026648331433,17.0,0.02238023587785448,0.021656089383965536,0.4359180880106731,0.9990919755645437,2523,shgo1
2.86812368788021,0.5597643628091585,4.1660801548415485,17.0,3.3320000000000003,17.0,0.04695789643235604,0.26998080480699466,0.4236858012482662,0.9962350323900074,2219,shgo1
3.0374487036220685,1.1516115386662376,4.058821169396286,9.0,2.67195716527103,5.0,0.022679908386006385,0.06155732895866288,0.4633657865706818,0.9981880837717128,3567,shgo1
4.596920485200165,1.3734779714453733,4.05452574963141,9.0,2.9525636167565095,9.0,0.024736023192989818,0.028717165586803584,0.058368125996708244,0.998792577640335,3925,shgo1
1.6889619508177123,0.6093600134067492,3.9774725788423715,13.0,3.1692585220422256,13.0,0.030570467586531782,0.02720474945921716,0.12140902140485565,0.9983876170703125,2263,shgo1
1.2697046707489081,0.6825946142897581,0.4599084186134539,11.0,0.3134165666754699,15.0,0.02933447808616079,0.0298701995798051,0.00039096999952411204,0.9984542566245415,1910,shgo1
1.9092780610499815,1.0183425245420752,3.844878470183917,9.0,2.778605123840247,13.0,0.015409109228580742,0.0706326006276233,0.15682078500719354,0.9995078612030573,3436,shgo1
1.5086397382091543,0.9352877142400657,0.46427398386840185,15.0,0.3057014579625317,3.0,0.04038665869228385,0.039381752603437174,0.0006341768752208821,0.9971864268374737,2293,shgo1
4.102041277318423,1.239213385753964,2.953919873421287,9.0,2.153963800397142,9.0,0.038089235515669034,0.023906751055859845,0.06587196883734456,0.9959975572600157,2028,shgo1
2.056446912298239,0.8253303333364247,2.94071127294544,9.0,2.327144846512239,1.0,0.03276621836145537,0.026178524645784306,0.4795377503952069,0.9964763135964017,3040,shgo1
3.976398727650304,1.21306802015355,1.6596813827542345,9.0,1.220403430908854,9.0,0.0191194949692777,0.048019168651446745,0.002994022575117517,0.9993733394904297,2788,shgo1
1.6496000907556951,0.7817390184587537,3.977246531866375,9.0,2.3038204003280374,5.0,0.023166622681964018,0.03428384921850365,0.14663648838515664,0.9981105757567978,5490,shgo1
3.253600146560775,0.7518956374909239,3.9715786811403953,13.0,2.586158472428253,13.0,0.016657483330994656,0.16644783518785944,0.43982950816125477,0.9987666183149233,3834,shgo1
2.1984343420659687,1.1414677288861512,0.40055916858421065,9.0,0.27682473398998353,9.0,0.045814999088594245,0.04484147637396306,0.0008274269429397671,0.9964119464863911,2220,shgo1
4.3123220243167175,1.1750844163243483,2.8952822666340214,9.0,1.661078002318257,5.0,0.029285852715562,0.07480908465255104,0.0544311701015958,0.9953134277323855,1826,shgo1
3.590750633956689,1.1211542313556464,1.730910108249396,9.0,1.0025434274987786,9.0,0.024654470525521204,0.04392561629564722,0.010284211906582297,0.9991565182324472,2510,shgo1
