Al,Ap,Xtau,XN,Ztau,ZN,fun,xx,yy,zz,fev
4.637540465,0.628699258,4.055,17,0.20275,9,0.032312383,0.044352308,0.140501558,0.982618512,1525
4.761986383,0.624079057,4.005,17,1.702125,17,0.044171881,0.047543843,0.111181873,0.96759023,1444
4.192101921,0.742393621,2.94202847,17,1.792421274,5,0.032191421,0.066570696,0.024736027,0.998797821,1520
1.253310039,0.847705594,4.209580816,9,1.009415228,13,0.046195554,0.076533283,0.051659904,0.99361199,1850
4.428455801,1.491326423,2.852085941,9,1.759426984,13,0.037499072,0.06989276,0.04063893,0.9963964,1839
