fun,nit,nfev,status,success,message,x,final_simplex
1.5069828976259465,1,3,0,True,Optimization terminated successfully.,[0.34559749 4.19290956],"(array([[0.34559749, 4.19290956],
       [0.34559749, 3.9932472 ],
       [0.36287736, 3.9932472 ]]), array([1.5069829 , 1.5227706 , 1.53964628]))"
1.5069828976259465,1,3,0,True,Optimization terminated successfully.,[0.34559749 4.19290956],"(array([[0.34559749, 4.19290956],
       [0.34559749, 3.9932472 ],
       [0.36287736, 3.9932472 ]]), array([1.5069829 , 1.5227706 , 1.53964628]))"
1.061908702071958,7,14,0,True,Optimization terminated successfully.,[0.06479953 6.28318531],"(array([[0.06479953, 6.28318531],
       [0.        , 6.28318531],
       [0.14255896, 6.27688545]]), array([1.0619087 , 1.10387113, 1.13207775]))"
1.0541098777325322,11,21,0,True,Optimization terminated successfully.,[0.04859965 6.28318531],"(array([[0.04859965, 6.28318531],
       [0.06479953, 6.28318531],
       [0.06479953, 6.28318531]]), array([1.05410988, 1.0619087 , 1.0619087 ]))"
1.050492892967051,14,26,0,True,Optimization terminated successfully.,[0.05264962 6.28318531],"(array([[0.05264962, 6.28318531],
       [0.04859965, 6.28318531],
       [0.04859965, 6.28318531]]), array([1.05049289, 1.05410988, 1.05410988]))"
1.050492892967051,17,31,0,True,Optimization terminated successfully.,[0.05264962 6.28318531],"(array([[0.05264962, 6.28318531],
       [0.05264962, 6.28318531],
       [0.05163712, 6.28318531]]), array([1.05049289, 1.05049289, 1.05092405]))"
1.0502534075609153,20,36,0,True,Optimization terminated successfully.,[0.05239649 6.28318531],"(array([[0.05239649, 6.28318531],
       [0.05214337, 6.28318531],
       [0.05214337, 6.28318531]]), array([1.05025341, 1.05039222, 1.05039222]))"
1.0501935256870663,23,42,0,True,Optimization terminated successfully.,[0.05233321 6.28318531],"(array([[0.05233321, 6.28318531],
       [0.05239649, 6.28318531],
       [0.05239649, 6.28318531]]), array([1.05019353, 1.05025341, 1.05025341]))"
1.050193525687066,26,48,0,True,Optimization terminated successfully.,[0.05233321 6.28318531],"(array([[0.05233321, 6.28318531],
       [0.05233321, 6.28318531],
       [0.05234903, 6.28318531]]), array([1.05019353, 1.05019353, 1.0502085 ]))"
1.050193525687066,28,52,0,True,Optimization terminated successfully.,[0.05233321 6.28318531],"(array([[0.05233321, 6.28318531],
       [0.05233321, 6.28318531],
       [0.05233717, 6.28318531]]), array([1.05019353, 1.05019353, 1.05019727]))"
1.050193525687066,30,56,0,True,Optimization terminated successfully.,[0.05233321 6.28318531],"(array([[0.05233321, 6.28318531],
       [0.05233321, 6.28318531],
       [0.05233222, 6.28318531]]), array([1.05019353, 1.05019353, 1.05019377]))"
