fun,nit,nfev,status,success,message,x,final_simplex
1.0974173704825,1,3,0,True,Optimization terminated successfully.,[2.04524325 2.06644404],"(array([[2.04524325, 2.06644404],
       [2.14750542, 2.06644404],
       [2.04524325, 2.16976624]]), array([1.09741737, 1.20656083, 1.22367459]))"
1.0974173704825,1,3,0,True,Optimization terminated successfully.,[2.04524325 2.06644404],"(array([[2.04524325, 2.06644404],
       [2.14750542, 2.06644404],
       [2.04524325, 2.16976624]]), array([1.09741737, 1.20656083, 1.22367459]))"
0.06841645155507017,12,22,0,True,Optimization terminated successfully.,[1.53013756 1.5441826 ],"(array([[1.53013756, 1.5441826 ],
       [1.62740645, 1.55306185],
       [1.53393244, 1.65315523]]), array([0.06841645, 0.07604396, 0.12313215]))"
0.01986617075249196,16,30,0,True,Optimization terminated successfully.,[1.56212959 1.58189734],"(array([[1.56212959, 1.58189734],
       [1.58532567, 1.56279876],
       [1.55048825, 1.56301317]]), array([0.01986617, 0.022663  , 0.02832464]))"
0.004934621332036758,20,38,0,True,Optimization terminated successfully.,[1.57372222 1.56879387],"(array([[1.57372222, 1.56879387],
       [1.56718648, 1.56639057],
       [1.57080782, 1.56140718]]), array([0.00493462, 0.00803178, 0.00944458]))"
0.001230163479344648,25,48,0,True,Optimization terminated successfully.,[1.57038108 1.57161083],"(array([[1.57038108, 1.57161083],
       [1.57031317, 1.56983443],
       [1.57177358, 1.57005076]]), array([0.00123016, 0.00144563, 0.00172357]))"
0.0002566046310154,29,56,0,True,Optimization terminated successfully.,[1.57080563 1.57054906],"(array([[1.57080563, 1.57054906],
       [1.57058487, 1.57100624],
       [1.57051695, 1.5704166 ]]), array([0.0002566 , 0.00042142, 0.00065922]))"
4.273395763824788e-05,36,67,0,True,Optimization terminated successfully.,[1.57083654 1.57079885],"(array([[1.57083654, 1.57079885],
       [1.57073611, 1.57076149],
       [1.57078653, 1.57067991]]), array([4.27339576e-05, 9.50535325e-05, 1.26225709e-04]))"
2.2301741283329054e-05,42,78,0,True,Optimization terminated successfully.,[1.57078514 1.57078521],"(array([[1.57078514, 1.57078521],
       [1.5708118 , 1.57080454],
       [1.57077372, 1.57080056]]), array([2.23017413e-05, 2.36780959e-05, 2.68429892e-05]))"
4.0537115427709385e-06,46,86,0,True,Optimization terminated successfully.,[1.57079871 1.570798  ],"(array([[1.57079871, 1.570798  ],
       [1.57079173, 1.57079941],
       [1.57079603, 1.57080418]]), array([4.05371154e-06, 7.67497816e-06, 8.15281379e-06]))"
1.2461544714181223e-06,51,95,0,True,Optimization terminated successfully.,[1.57079705 1.5707958 ],"(array([[1.57079705, 1.5707958 ],
       [1.57079674, 1.57079725],
       [1.57079542, 1.57079549]]), array([1.24615447e-06, 1.33960237e-06, 1.74854780e-06]))"
1.7036073962639995e-07,55,103,0,True,Optimization terminated successfully.,[1.5707964  1.57079643],"(array([[1.5707964 , 1.57079643],
       [1.5707961 , 1.57079654],
       [1.57079615, 1.57079601]]), array([1.70360740e-07, 4.41797930e-07, 4.90992822e-07]))"
6.406068844836739e-08,59,111,0,True,Optimization terminated successfully.,[1.57079638 1.57079634],"(array([[1.57079638, 1.57079634],
       [1.5707963 , 1.57079629],
       [1.5707964 , 1.57079623]]), array([6.40606884e-08, 6.58291146e-08, 1.68533121e-07]))"
1.4899764538136441e-08,63,119,0,True,Optimization terminated successfully.,[1.57079632 1.57079632],"(array([[1.57079632, 1.57079632],
       [1.57079632, 1.57079634],
       [1.57079634, 1.57079634]]), array([1.48997645e-08, 2.30452429e-08, 3.03050230e-08]))"
1.5705071687579048e-09,68,129,0,True,Optimization terminated successfully.,[1.57079633 1.57079633],"(array([[1.57079633, 1.57079633],
       [1.57079633, 1.57079633],
       [1.57079633, 1.57079632]]), array([1.57050717e-09, 4.08907128e-09, 5.36669109e-09]))"
6.903943822748749e-10,72,137,0,True,Optimization terminated successfully.,[1.57079633 1.57079633],"(array([[1.57079633, 1.57079633],
       [1.57079633, 1.57079633],
       [1.57079633, 1.57079633]]), array([6.90394382e-10, 6.96096791e-10, 1.57050717e-09]))"
4.396256691948637e-10,75,143,0,True,Optimization terminated successfully.,[1.57079633 1.57079633],"(array([[1.57079633, 1.57079633],
       [1.57079633, 1.57079633],
       [1.57079633, 1.57079633]]), array([4.39625669e-10, 5.52473511e-10, 6.90394382e-10]))"
8.229550374477734e-11,81,154,0,True,Optimization terminated successfully.,[1.57079633 1.57079633],"(array([[1.57079633, 1.57079633],
       [1.57079633, 1.57079633],
       [1.57079633, 1.57079633]]), array([8.22955037e-11, 8.46424892e-11, 1.28159927e-10]))"
8.785139282972922e-12,87,165,0,True,Optimization terminated successfully.,[1.57079633 1.57079633],"(array([[1.57079633, 1.57079633],
       [1.57079633, 1.57079633],
       [1.57079633, 1.57079633]]), array([8.78513928e-12, 1.60362834e-11, 1.79188886e-11]))"
2.836175738707425e-12,90,171,0,True,Optimization terminated successfully.,[1.57079633 1.57079633],"(array([[1.57079633, 1.57079633],
       [1.57079633, 1.57079633],
       [1.57079633, 1.57079633]]), array([2.83617574e-12, 6.62625510e-12, 6.75309808e-12]))"
7.984168918798268e-13,95,181,0,True,Optimization terminated successfully.,[1.57079633 1.57079633],"(array([[1.57079633, 1.57079633],
       [1.57079633, 1.57079633],
       [1.57079633, 1.57079633]]), array([7.98416892e-13, 1.05371267e-12, 1.46593848e-12]))"
2.191580250610059e-13,99,189,0,True,Optimization terminated successfully.,[1.57079633 1.57079633],"(array([[1.57079633, 1.57079633],
       [1.57079633, 1.57079633],
       [1.57079633, 1.57079633]]), array([2.19158025e-13, 2.48689958e-13, 3.82249787e-13]))"
4.7517545453956744e-14,103,197,0,True,Optimization terminated successfully.,[1.57079633 1.57079633],"(array([[1.57079633, 1.57079633],
       [1.57079633, 1.57079633],
       [1.57079633, 1.57079633]]), array([4.75175455e-14, 6.94999613e-14, 7.44404660e-14]))"
4.329869796038109e-15,107,205,0,True,Optimization terminated successfully.,[1.57079633 1.57079633],"(array([[1.57079633, 1.57079633],
       [1.57079633, 1.57079633],
       [1.57079633, 1.57079633]]), array([4.32986980e-15, 2.10387679e-14, 2.12052598e-14]))"
2.7204799853731766e-15,112,214,0,True,Optimization terminated successfully.,[1.57079633 1.57079633],"(array([[1.57079633, 1.57079633],
       [1.57079633, 1.57079633],
       [1.57079633, 1.57079633]]), array([2.72047999e-15, 4.32986980e-15, 5.41575411e-15]))"
7.771561172376097e-16,115,220,0,True,Optimization terminated successfully.,[1.57079633 1.57079633],"(array([[1.57079633, 1.57079633],
       [1.57079633, 1.57079633],
       [1.57079633, 1.57079633]]), array([7.77156117e-16, 1.33226763e-15, 1.72084569e-15]))"
4.440892098500626e-16,118,226,0,True,Optimization terminated successfully.,[1.57079633 1.57079633],"(array([[1.57079633, 1.57079633],
       [1.57079633, 1.57079633],
       [1.57079633, 1.57079633]]), array([4.44089210e-16, 7.77156117e-16, 7.77156117e-16]))"
4.440892098500626e-16,122,237,0,True,Optimization terminated successfully.,[1.57079633 1.57079633],"(array([[1.57079633, 1.57079633],
       [1.57079633, 1.57079633],
       [1.57079633, 1.57079633]]), array([4.4408921e-16, 4.4408921e-16, 4.4408921e-16]))"
4.440892098500626e-16,122,237,0,True,Optimization terminated successfully.,[1.57079633 1.57079633],"(array([[1.57079633, 1.57079633],
       [1.57079633, 1.57079633],
       [1.57079633, 1.57079633]]), array([4.4408921e-16, 4.4408921e-16, 4.4408921e-16]))"
