fun,nit,nfev,status,success,message,x,final_simplex
1.2997531009257115,1,3,0,True,Optimization terminated successfully.,[0.10045919 3.0681431 ],"(array([[0.10045919, 3.0681431 ],
       [0.10045919, 2.92204105],
       [0.10548215, 2.92204105]]), array([1.2997531 , 1.31208325, 1.31753044]))"
1.2997531009257115,1,3,0,True,Optimization terminated successfully.,[0.10045919 3.0681431 ],"(array([[0.10045919, 3.0681431 ],
       [0.10045919, 2.92204105],
       [0.10548215, 2.92204105]]), array([1.2997531 , 1.31208325, 1.31753044]))"
1.1604302657501155,11,21,0,True,Optimization terminated successfully.,[0.04143942 4.59308328],"(array([[0.04143942, 4.59308328],
       [0.03892794, 4.53829501],
       [0.0313935 , 4.6661343 ]]), array([1.16043027, 1.16513905, 1.16707563]))"
1.011439234460067,25,47,0,True,Optimization terminated successfully.,[0.18719569 4.72143309],"(array([[0.18719569, 4.72143309],
       [0.1811785 , 4.69421508],
       [0.17703971, 4.73647445]]), array([1.01143923, 1.01259212, 1.01534816]))"
1.0092722061107675,30,57,0,True,Optimization terminated successfully.,[0.18405101 4.71328278],"(array([[0.18405101, 4.71328278],
       [0.18488937, 4.7086187 ],
       [0.18254152, 4.70800313]]), array([1.00927221, 1.00989473, 1.00990747]))"
1.0092144139028765,35,65,0,True,Optimization terminated successfully.,[0.18279319 4.71173203],"(array([[0.18279319, 4.71173203],
       [0.18170316, 4.71266721],
       [0.18405101, 4.71328278]]), array([1.00921441, 1.00926448, 1.00927221]))"
1.009091068894005,40,75,0,True,Optimization terminated successfully.,[0.18318651 4.71243729],"(array([[0.18318651, 4.71243729],
       [0.1833615 , 4.71221012],
       [0.18308537, 4.71205664]]), array([1.00909107, 1.00911426, 1.00914454]))"
1.0090834166614988,44,83,0,True,Optimization terminated successfully.,[0.18328402 4.7123787 ],"(array([[0.18328402, 4.7123787 ],
       [0.18331065, 4.71242011],
       [0.18318651, 4.71243729]]), array([1.00908342, 1.00908719, 1.00909107]))"
1.009081922439902,50,94,0,True,Optimization terminated successfully.,[0.18326705 4.71238721],"(array([[0.18326705, 4.71238721],
       [0.18329428, 4.71238644],
       [0.18328071, 4.71239325]]), array([1.00908192, 1.00908198, 1.00908233]))"
1.0090815572089205,57,106,0,True,Optimization terminated successfully.,[0.18328664 4.71238886],"(array([[0.18328664, 4.71238886],
       [0.18328972, 4.7123894 ],
       [0.18327941, 4.71238937]]), array([1.00908156, 1.00908161, 1.00908163]))"
1.0090815112772868,69,128,0,True,Optimization terminated successfully.,[0.18330896 4.71238897],"(array([[0.18330896, 4.71238897],
       [0.18331057, 4.71238897],
       [0.1833086 , 4.71238899]]), array([1.00908151, 1.00908151, 1.00908151]))"
1.0090815101312698,79,146,0,True,Optimization terminated successfully.,[0.18330979 4.71238898],"(array([[0.18330979, 4.71238898],
       [0.18330959, 4.71238898],
       [0.18331021, 4.71238898]]), array([1.00908151, 1.00908151, 1.00908151]))"
1.009081510111855,87,161,0,True,Optimization terminated successfully.,[0.18330932 4.71238898],"(array([[0.18330932, 4.71238898],
       [0.18330924, 4.71238898],
       [0.18330932, 4.71238898]]), array([1.00908151, 1.00908151, 1.00908151]))"
1.0090815101111366,98,181,0,True,Optimization terminated successfully.,[0.18330935 4.71238898],"(array([[0.18330935, 4.71238898],
       [0.18330937, 4.71238898],
       [0.18330934, 4.71238898]]), array([1.00908151, 1.00908151, 1.00908151]))"
1.0090815101111208,104,192,0,True,Optimization terminated successfully.,[0.18330935 4.71238898],"(array([[0.18330935, 4.71238898],
       [0.18330935, 4.71238898],
       [0.18330934, 4.71238898]]), array([1.00908151, 1.00908151, 1.00908151]))"
1.0090815101111168,111,205,0,True,Optimization terminated successfully.,[0.18330935 4.71238898],"(array([[0.18330935, 4.71238898],
       [0.18330935, 4.71238898],
       [0.18330935, 4.71238898]]), array([1.00908151, 1.00908151, 1.00908151]))"
1.0090815101111164,114,215,0,True,Optimization terminated successfully.,[0.18330935 4.71238898],"(array([[0.18330935, 4.71238898],
       [0.18330935, 4.71238898],
       [0.18330935, 4.71238898]]), array([1.00908151, 1.00908151, 1.00908151]))"
1.0090815101111164,116,223,0,True,Optimization terminated successfully.,[0.18330935 4.71238898],"(array([[0.18330935, 4.71238898],
       [0.18330935, 4.71238898],
       [0.18330935, 4.71238898]]), array([1.00908151, 1.00908151, 1.00908151]))"
1.0090815101111164,118,229,0,True,Optimization terminated successfully.,[0.18330935 4.71238898],"(array([[0.18330935, 4.71238898],
       [0.18330935, 4.71238898],
       [0.18330935, 4.71238898]]), array([1.00908151, 1.00908151, 1.00908151]))"
