fun,nit,nfev,status,success,message,x,final_simplex
1.4780559940760978,1,3,0,True,Optimization terminated successfully.,[0.7127101  4.22002752],"(array([[0.7127101 , 4.22002752],
       [0.7127101 , 4.01907382],
       [0.74834561, 4.01907382]]), array([1.47805599, 1.51358221, 1.52717287]))"
1.4780559940760978,1,3,0,True,Optimization terminated successfully.,[0.7127101  4.22002752],"(array([[0.7127101 , 4.22002752],
       [0.7127101 , 4.01907382],
       [0.74834561, 4.01907382]]), array([1.47805599, 1.51358221, 1.52717287]))"
1.2312106495428745,7,14,0,True,Optimization terminated successfully.,[0.58798584 4.69729253],"(array([[0.58798584, 4.69729253],
       [0.60580359, 4.77265017],
       [0.56571364, 4.80404918]]), array([1.23121065, 1.26087802, 1.26319837]))"
1.0124376469545358,20,39,0,True,Optimization terminated successfully.,[0.18904827 4.70186133],"(array([[0.18904827, 4.70186133],
       [0.17446694, 4.72025919],
       [0.20142847, 4.71693531]]), array([1.01243765, 1.01425053, 1.01880398]))"
1.0094335414021975,27,51,0,True,Optimization terminated successfully.,[0.1823938  4.71409438],"(array([[0.1823938 , 4.71409438],
       [0.18568447, 4.71329963],
       [0.18456199, 4.70932037]]), array([1.00943354, 1.0095158 , 1.00972081]))"
1.009223785033177,30,56,0,True,Optimization terminated successfully.,[0.18252451 4.71300022],"(array([[0.18252451, 4.71300022],
       [0.18430056, 4.71150869],
       [0.18100989, 4.71230344]]), array([1.00922379, 1.00929099, 1.00937061]))"
1.0090847696043965,39,74,0,True,Optimization terminated successfully.,[0.18351686 4.7123829 ],"(array([[0.18351686, 4.7123829 ],
       [0.18310076, 4.71240862],
       [0.18342344, 4.71235585]]), array([1.00908477, 1.00908728, 1.0090882 ]))"
1.0090817622433716,45,85,0,True,Optimization terminated successfully.,[0.18331617 4.71238761],"(array([[0.18331617, 4.71238761],
       [0.18343167, 4.71239022],
       [0.18327113, 4.71239398]]), array([1.00908176, 1.00908248, 1.0090825 ]))"
1.0090815233512525,52,99,0,True,Optimization terminated successfully.,[0.18330487 4.71238905],"(array([[0.18330487, 4.71238905],
       [0.18333117, 4.7123888 ],
       [0.18330041, 4.71238858]]), array([1.00908152, 1.00908157, 1.00908159]))"
1.0090815137509306,59,111,0,True,Optimization terminated successfully.,[0.18330814 4.712389  ],"(array([[0.18330814, 4.712389  ],
       [0.18331494, 4.71238896],
       [0.18330787, 4.71238894]]), array([1.00908151, 1.00908151, 1.00908152]))"
1.0090815105590671,64,121,0,True,Optimization terminated successfully.,[0.18331113 4.71238898],"(array([[0.18331113, 4.71238898],
       [0.18330948, 4.71238898],
       [0.1833112 , 4.71238899]]), array([1.00908151, 1.00908151, 1.00908151]))"
1.009081510117156,72,137,0,True,Optimization terminated successfully.,[0.18330935 4.71238898],"(array([[0.18330935, 4.71238898],
       [0.18330909, 4.71238898],
       [0.18330957, 4.71238898]]), array([1.00908151, 1.00908151, 1.00908151]))"
1.0090815101117403,79,151,0,True,Optimization terminated successfully.,[0.18330936 4.71238898],"(array([[0.18330936, 4.71238898],
       [0.18330929, 4.71238898],
       [0.18330948, 4.71238898]]), array([1.00908151, 1.00908151, 1.00908151]))"
1.0090815101112665,83,159,0,True,Optimization terminated successfully.,[0.18330936 4.71238898],"(array([[0.18330936, 4.71238898],
       [0.18330937, 4.71238898],
       [0.18330933, 4.71238898]]), array([1.00908151, 1.00908151, 1.00908151]))"
1.009081510111119,96,181,0,True,Optimization terminated successfully.,[0.18330935 4.71238898],"(array([[0.18330935, 4.71238898],
       [0.18330935, 4.71238898],
       [0.18330935, 4.71238898]]), array([1.00908151, 1.00908151, 1.00908151]))"
1.0090815101111166,104,195,0,True,Optimization terminated successfully.,[0.18330935 4.71238898],"(array([[0.18330935, 4.71238898],
       [0.18330935, 4.71238898],
       [0.18330935, 4.71238898]]), array([1.00908151, 1.00908151, 1.00908151]))"
1.0090815101111161,109,207,0,True,Optimization terminated successfully.,[0.18330935 4.71238898],"(array([[0.18330935, 4.71238898],
       [0.18330935, 4.71238898],
       [0.18330935, 4.71238898]]), array([1.00908151, 1.00908151, 1.00908151]))"
1.0090815101111161,112,217,0,True,Optimization terminated successfully.,[0.18330935 4.71238898],"(array([[0.18330935, 4.71238898],
       [0.18330935, 4.71238898],
       [0.18330935, 4.71238898]]), array([1.00908151, 1.00908151, 1.00908151]))"
1.0090815101111161,115,222,0,True,Optimization terminated successfully.,[0.18330935 4.71238898],"(array([[0.18330935, 4.71238898],
       [0.18330935, 4.71238898],
       [0.18330935, 4.71238898]]), array([1.00908151, 1.00908151, 1.00908151]))"
