fun,nit,nfev,status,success,message,x,final_simplex
2.2418040549338794,1,3,0,True,Optimization terminated successfully.,[0.47246159 2.93370028],"(array([[0.47246159, 2.93370028],
       [0.49608467, 2.93370028],
       [0.47246159, 3.08038529]]), array([2.24180405, 2.24694732, 2.31684135]))"
2.2418040549338794,1,3,0,True,Optimization terminated successfully.,[0.47246159 2.93370028],"(array([[0.47246159, 2.93370028],
       [0.49608467, 2.93370028],
       [0.47246159, 3.08038529]]), array([2.24180405, 2.24694732, 2.31684135]))"
1.2258724009903323,12,23,0,True,Optimization terminated successfully.,[0.64372892 1.61353515],"(array([[0.64372892, 1.61353515],
       [0.63782315, 1.54019265],
       [0.62010584, 1.61353515]]), array([1.2258724 , 1.22644476, 1.2580552 ]))"
0.014974911590849915,29,53,0,True,Optimization terminated successfully.,[1.56258943 1.57750851],"(array([[1.56258943, 1.57750851],
       [1.57361084, 1.55509034],
       [1.54964172, 1.56454465]]), array([0.01497491, 0.01864709, 0.02764655]))"
0.002907143299154367,35,64,0,True,Optimization terminated successfully.,[1.56918026 1.57208527],"(array([[1.56918026, 1.57208527],
       [1.57425151, 1.5712497 ],
       [1.57292629, 1.57413717]]), array([0.00290714, 0.00391462, 0.00547863]))"
0.0008503959758238944,38,70,0,True,Optimization terminated successfully.,[1.57022829 1.57107849],"(array([[1.57022829, 1.57107849],
       [1.57204719, 1.57094562],
       [1.57050547, 1.5691978 ]]), array([0.0008504 , 0.00140094, 0.0018907 ]))"
0.0001939601682702743,43,80,0,True,Optimization terminated successfully.,[1.57064106 1.57075764],"(array([[1.57064106, 1.57075764],
       [1.57102645, 1.57068225],
       [1.57089259, 1.57043404]]), array([0.00019396, 0.00034423, 0.00045862]))"
5.729945405646911e-05,48,89,0,True,Optimization terminated successfully.,[1.57078119 1.57083849],"(array([[1.57078119, 1.57083849],
       [1.57072847, 1.57079628],
       [1.57086722, 1.570782  ]]), array([5.72994541e-05, 6.79049901e-05, 8.52237265e-05]))"
1.4733756735983014e-05,52,96,0,True,Optimization terminated successfully.,[1.57078193 1.57079599],"(array([[1.57078193, 1.57079599],
       [1.57081103, 1.57079969],
       [1.57079213, 1.57076889]]), array([1.47337567e-05, 1.80639609e-05, 3.16404007e-05]))"
3.3009372935304507e-06,57,106,0,True,Optimization terminated successfully.,[1.57079604 1.57079934],"(array([[1.57079604, 1.57079934],
       [1.57079957, 1.57079468],
       [1.57078899, 1.570794  ]]), array([3.30093729e-06, 4.88758147e-06, 9.66062765e-06]))"
1.0028548940166006e-06,62,116,0,True,Optimization terminated successfully.,[1.57079608 1.57079557],"(array([[1.57079608, 1.57079557],
       [1.57079714, 1.57079605],
       [1.57079499, 1.5707966 ]]), array([1.00285489e-06, 1.09129185e-06, 1.60693678e-06]))"
3.034465056450732e-07,66,124,0,True,Optimization terminated successfully.,[1.5707961  1.57079625],"(array([[1.5707961 , 1.57079625],
       [1.57079627, 1.5707966 ],
       [1.57079654, 1.57079597]]), array([3.03446506e-07, 3.37703632e-07, 5.70158136e-07]))"
4.88290639593819e-08,71,134,0,True,Optimization terminated successfully.,[1.57079631 1.57079636],"(array([[1.57079631, 1.57079636],
       [1.57079635, 1.57079629],
       [1.57079641, 1.57079634]]), array([4.88290640e-08, 5.95229731e-08, 9.00591000e-08]))"
1.6035299775668208e-08,75,141,0,True,Optimization terminated successfully.,[1.57079632 1.57079631],"(array([[1.57079632, 1.57079631],
       [1.57079634, 1.57079633],
       [1.57079631, 1.57079634]]), array([1.60352998e-08, 2.41699307e-08, 2.88867766e-08]))"
2.3078684520561354e-09,80,151,0,True,Optimization terminated successfully.,[1.57079633 1.57079633],"(array([[1.57079633, 1.57079633],
       [1.57079633, 1.57079633],
       [1.57079633, 1.57079632]]), array([2.30786845e-09, 3.09878190e-09, 5.98909838e-09]))"
1.9143397978038502e-10,84,159,0,True,Optimization terminated successfully.,[1.57079633 1.57079633],"(array([[1.57079633, 1.57079633],
       [1.57079633, 1.57079633],
       [1.57079633, 1.57079633]]), array([1.91433980e-10, 1.49015761e-09, 1.54793944e-09]))"
1.9143397978038502e-10,90,170,0,True,Optimization terminated successfully.,[1.57079633 1.57079633],"(array([[1.57079633, 1.57079633],
       [1.57079633, 1.57079633],
       [1.57079633, 1.57079633]]), array([1.91433980e-10, 1.92112746e-10, 2.48421728e-10]))"
9.614697926728308e-11,93,176,0,True,Optimization terminated successfully.,[1.57079633 1.57079633],"(array([[1.57079633, 1.57079633],
       [1.57079633, 1.57079633],
       [1.57079633, 1.57079633]]), array([9.61469793e-11, 1.22324428e-10, 1.23701938e-10]))"
