Al,Ap,cost,Xtau,XN,Ztau,ZN,xx,yy,zz,fev
0.31446117624908326,1.032257739153911,0.008557550180601892,4.889999999999999,22.0,0.305625,4.0,-0.06856087904869065,-0.029266645859188218,-0.9828848996387864,48328
3.6266813239985205,1.4501488865823555,0.0027350900164044845,3.11,25.0,0.194375,4.0,-0.015559377407986045,0.028691519620147952,-0.9945298199672038,43587
2.587686590993758,1.2277811362853295,0.009604876152401465,0.404625,10.0,0.073125,4.0,-0.04741324214050349,0.00036549288911262925,-0.9807902476951886,80573
3.831467060650163,1.4874871741570481,0.006604546459923699,3.0440423115713857,7.0,0.7405190818941861,1.0,0.0031394104728743833,-0.06361206918892455,-0.986790907080151,51538
2.191298754151982,1.2215859763113877,0.007170519395194197,0.425375,10.0,0.076875,4.0,-0.04973643652835481,-9.80927473821125e-05,-0.985658961209612,91065
4.152383938082898,1.7863355385174018,0.004038465117391921,0.3371875,10.0,0.0203125,13.0,-0.05881141452382559,0.0009736810443884865,-0.9919230697652095,86122
4.0601350398623035,1.2700692698835336,0.008553564867080587,1.65,25.0,0.20625000000000002,10.0,-0.017967436755016025,0.016647508392343132,-0.9828928702658638,48436
0.6917185181779746,0.4420906165587873,0.005417411376957504,0.5149999999999999,13.0,0.0965625,1.0,-0.018794515071341947,-0.000765549193300857,-0.9891651772460824,64355
1.6360596471557747,0.3185554558639377,0.008019095920848152,4.0,22.0,1.9999999850988388,7.0,0.005413483118962163,0.0169556620976031,-0.9839618081583337,39455
0.9611896793183329,0.8000431388077013,0.0018611693516454864,0.508375,10.0,0.091875,4.0,-0.036234283611874,3.591312255042667e-05,-0.996277661296704,83050
1.1692778967105542,0.4292562858072883,0.006735259664653714,0.475,16.0,0.1484375,1.0,-0.017661330686097543,-0.001437595478245712,-0.9865294806707081,69456
3.5540395935576483,0.9654236535876631,0.007786633598530046,1.7449999999999999,10.0,0.1090625,4.0,-0.018922147542540554,0.006726669322112967,-0.9844267328029638,42132
4.819953854631077,1.0165644861391678,0.006315844853181374,3.98,13.0,0.995,1.0,-0.015055548580001956,-0.00862129454571513,-0.9873683102936363,68158
4.7285780538220195,0.7348474880188078,0.0036310330568978255,4.0200000000000005,16.0,1.25625,19.0,-0.0129135072317745,0.01909538153198008,-0.9927379338861897,85712
4.834705596415717,0.9544252634046214,0.0019509132283801467,3.975,13.0,0.99375,1.0,-0.014006212115089654,-0.007745117558152036,-0.9960981735432558,66728
3.6410039487679193,1.4453952636931025,0.004874636734517379,3.105,25.0,0.1940625,4.0,-0.016290902089034352,0.02866409387404433,-0.9902507265309406,43410
4.087083572029115,1.2524848940940712,0.0093663987345447,2.965,25.0,0.370625,10.0,-0.008193509706163173,0.01865581173243758,-0.9812672025309275,41912
3.9224486927519906,1.2464440072603338,0.004509826051264709,1.6749999999999998,25.0,0.1046875,4.0,-0.019146484403023245,0.013828494270480739,-0.9909803478974581,52535
1.9929300176201232,0.6027378414005337,0.007088554961411697,2.96,13.0,0.5549999999999999,1.0,-0.01284503996356858,0.014547617096651899,-0.9858228900771759,54856
2.1361107682526153,0.8776012934884382,0.006697984846678051,2.8999999999999995,25.0,0.54375,7.0,-0.021221982439106325,0.011258472645998711,-0.9866040303066707,56736
1.6878798934413348,0.42606694316172755,0.0038306793495133107,3.97,16.0,1.48875,1.0,-0.01509224451225747,-0.013291271428338533,-0.9923386413009638,43575
2.9274046955295767,1.7173054530718486,0.009428787485258439,2.615,7.0,1.1440625,19.0,-0.03648643977606701,-0.057259720071600184,-0.9811424250295039,63099
1.1834241854216967,1.6696734485069866,0.007191464440793882,3.285,22.0,1.231875,10.0,-0.006367541217792845,0.001011546540861441,-0.9856170711184005,80721
4.086836774079357,0.6677545331959229,0.009852923945595338,2.9699999999999998,16.0,0.7425,1.0,-0.01068473908829735,-0.026658511108917017,-0.9802941521088044,36190
2.719903914730875,1.5005650125398602,0.008417166452186153,4.985,7.0,1.24625,1.0,-0.03969552483575268,-0.057390216476318937,-0.9831656670956398,81304
1.4369249347208253,0.5054947353219145,0.0010463513247577216,4.115,13.0,0.2571875,13.0,-0.017599505489898633,0.0012662308064433773,-0.997907297350491,37617
2.643725421478219,1.0428549840158223,0.009289529673832897,0.39,10.0,0.12187500000000001,7.0,-0.03534825417925856,-0.0029021139171997966,-0.9814209406523327,70325
3.6972161883279613,0.40489370967924876,0.0038186894353877676,1.7199999999999998,25.0,0.215,7.0,-0.005530422531241778,0.00445243394416552,-0.9923626211292574,32786
1.3215447412791623,1.2553026900402653,0.007535469642564241,1.3849999999999998,25.0,0.34625,7.0,-0.0027322235560451637,0.034947987089148466,-0.9849290607148619,69890
4.68385660198204,1.5327708081493014,0.007132880877167236,4.025,7.0,0.2515625,4.0,-0.027721346256693265,0.01680634134289035,-0.9857342382456638,80599
4.9649436993441896,0.7034640570993398,0.0006456321514491936,3.9262430551559726,19.0,1.3302400695359953,1.0,-0.007214024541540764,0.0006718438234322331,-0.9987087356971062,73132
3.985646751059387,1.440760283785912,0.007197423510778567,2.995,7.0,0.374375,25.0,-0.032827992423112184,0.01801071830869279,-0.9856051529784272,57096
4.791167517776633,1.4928194652900517,0.001838635889106821,2.76,25.0,0.17250000000000001,13.0,-0.03333703842238431,0.004425156345034395,-0.9963227282217755,46366
3.572020016564887,1.2237755988940853,0.006728455260471833,1.7399999999999998,25.0,0.435,1.0,-0.02888362366242251,0.017542981754391812,-0.9865430894790346,47557
1.3688582126478204,1.3601337727939267,0.006873726507164668,1.375,25.0,0.2578125,4.0,-0.0031914167940640618,0.04017241010155237,-0.9862525469856394,70117
4.113846336518176,1.1406263005682302,0.002975853165139597,2.96,10.0,0.925,10.0,-0.014105252839857937,-0.010656862435448718,-0.994048293669724,53323
4.3473647345662965,1.7235681435108048,0.007685792735828367,0.32,25.0,0.08,1.0,-0.04912990633538916,-0.005956225749797648,-0.984628414528302,78567
3.0125490114635216,0.5304139075463628,0.008137477871085097,4.094999999999999,19.0,1.535625,1.0,-0.01986584408393636,0.021624985230396757,-0.9837250442578216,43732
3.1997229218184824,1.036092734906578,0.0023608679096763785,3.989124718744219,10.0,0.5514177964496207,1.0,0.0131656438270324,0.022854595891943143,-0.995278264180641,49285
4.984232925943379,1.3071373899263257,0.0062644897266493915,3.915,10.0,1.7128125,22.0,-0.009251116875705324,-0.019720012601679403,-0.9874710205467245,70702
4.725911501570603,0.5919237534227432,0.006637817691667602,4.0200000000000005,19.0,0.5025000000000001,7.0,-5.877741880962314e-05,0.02141902404481138,-0.9867243646166568,73260
4.380701378862422,1.6258272875095976,0.007784211175542732,1.595,7.0,0.199375,10.0,-0.021553689178795687,0.025549994484784233,-0.9844315776489133,59768
2.95170954544251,1.2347773671196225,0.002857192689425081,0.36796874999402146,9.0,0.15234374999728928,6.0,-0.04439193383372969,-0.004496024827473382,-0.9942856146211458,73125
1.6926337993585943,0.618656779513703,0.001556917510235789,3.9750585387061648,22.0,0.6955159293245603,1.0,0.009258654986452338,0.015921275702964012,-0.9968861649795279,39573
5.021627973578989,1.0282915926318201,0.00038809170030040807,3.908591102090408,16.0,1.1645660911886664,1.0,-0.015094178244478725,0.00260271961749555,-0.9992238165993926,63603
4.622662669779527,0.44138620082128144,0.005140604212948818,4.065,25.0,0.2540625,10.0,-0.008530589996505876,0.0020227863986460974,-0.9897187915741092,76053
4.6466948294358,1.166163948125609,0.00350776217428328,4.045,10.0,0.2528125,25.0,-0.019617029995950434,0.012586047313685083,-0.9929844756514276,65192
4.697958553432088,1.2701811279699111,0.005919358481805692,4.025,10.0,1.2578125,19.0,-0.01926984032289191,0.03315418466403754,-0.9881612830363798,83530
4.074168819545557,0.7052224029906172,0.003422585028113656,2.9749999999999996,16.0,0.5578125,25.0,-0.015537949104326454,0.021425453706231445,-0.9931548299437523,45512
1.7283417682952908,0.8927333338114835,0.003430834674246541,3.9399999999999995,25.0,0.985,1.0,-0.009327478313368383,-0.04204314591880215,-0.9931383306515166,40257
1.5029876143914949,1.0298579941857906,0.008803943094123245,3.16,25.0,0.5925,7.0,-0.0038500018742380227,0.026814100016766297,-0.9823921138117456,71797
1.9959976750242239,0.570026618854693,0.007559653970849123,2.96,13.0,0.5549999999999999,4.0,-0.013267857013088892,0.010738307381317154,-0.9848806920583019,55190
4.405422676226855,0.9498508081395376,0.005990275523204858,2.87,13.0,0.179375,22.0,-0.0139865578063477,0.008325831100088863,-0.988019448953579,38694
4.860465553171246,0.9182097334098159,0.0014362511964675084,3.965,13.0,0.24781250000000002,25.0,-0.011548464845774577,0.01449682895516207,-0.997127497607067,62427
0.583537617999262,0.43262275484755125,0.008734798781847575,0.525,13.0,0.09843750000000001,1.0,-0.018424249327653342,-0.0007107109294707051,-0.9825304024363,61755
3.953863018218369,0.8613992697140223,0.003961350202049796,1.67,13.0,0.20875,7.0,-0.008858107773858138,0.012625381462419854,-0.9920772995958927,37248
1.383711808497894,1.724773016238431,0.0055230543897933915,1.365,7.0,0.2559375,4.0,-0.01431926239337414,0.05015277389238318,-0.9889538912204113,81519
0.536602643161585,1.3716501029717878,0.0059679360732936,3.6449999999999996,25.0,0.2278125,19.0,0.0007664775054754495,0.05072329714287002,-0.9880641278534316,78566
3.5784508977123144,1.5919035340658574,0.005318503935463292,3.125,22.0,1.171875,22.0,-0.018356025107931676,-0.015054363962673924,-0.9893629921290753,56317
4.55022942997574,0.6669726117468943,0.008230612534614656,4.09,19.0,0.51125,7.0,-0.00285448266166205,0.020521212509681634,-0.9835387749307516,64184
3.904473298811611,1.8320184494504312,0.005437450835990898,0.33499999999999996,7.0,0.08375,1.0,-0.05546493156843567,-0.0061735179251971,-0.9891250983280242,85107
3.9074273342172283,1.029763403209945,0.0049496493175015255,1.6799999999999997,10.0,0.105,4.0,-0.017081017285377104,0.0120806304060838,-0.9901007013650092,50433
1.3334306899143356,0.9774356716131272,0.008030640968716973,4.165,7.0,1.04125,1.0,-0.0519011234207654,-0.05777408679716627,-0.9839387180625639,43500
2.503317397829454,0.5508833422082806,0.008550793157484526,2.7699999999999996,16.0,0.173125,10.0,-0.017184151246201537,0.0001907704702744581,-0.9828984136850568,52374
1.3873259577514199,0.6312854344023371,0.009182324446138868,4.1450000000000005,10.0,0.7771875000000001,25.0,-0.023176269186378856,0.013083496775601652,-0.9816353511077114,37090
3.590396386284277,1.4140555033280224,0.0025097274237105838,3.125,25.0,0.1953125,13.0,-0.008570839240390465,0.033504541591883846,-0.9949805451525783,48416
2.0666278449749296,1.2815631491005601,0.007901981594372165,3.75,25.0,1.40625,22.0,-0.006012297341036966,-0.0095394300140628,-0.9841960368113106,48177
0.9188128669690432,0.7907136217757397,0.005926131102986787,0.495,7.0,0.12375,1.0,-0.032993854238376544,-0.0021845843848723717,-0.988147737794033,85861
2.0939022182125955,0.418785152258516,0.009286844650221115,2.925,19.0,0.9140625000000001,1.0,-0.0018322976871847849,-0.023546215472122302,-0.9814263106995753,59251
1.6472778130173689,0.5635625447355658,0.0037905397647716166,3.995,13.0,0.499375,25.0,-0.012505631851015272,0.006551892101432278,-0.9924189204704801,39562
3.1199566860630905,0.5378265944074802,0.008717826255440486,4.04,19.0,0.505,1.0,-0.004889553639778981,0.011774847214893573,-0.9825643474891387,46159
3.6152135083666614,1.5608398501866096,0.005800001838875857,0.3579375,10.0,0.021562500000000002,13.0,-0.05430636018402897,0.0007154814431662593,-0.9883999963222591,77712
1.8692261254195606,1.2071647815309876,0.0057914609579469145,3.8549999999999995,7.0,0.96375,1.0,-0.026686375292125593,-0.05019310688510947,-0.9884170780841028,52779
4.75370383827253,0.5085896725959507,0.004251803104754703,4.01,25.0,0.50125,7.0,0.00046232940373461696,0.018270404386799464,-0.9914963937905179,71372
1.1968451554661517,1.8270342440792222,0.009681334951011089,3.2699999999999996,19.0,1.22625,10.0,-0.008787371669722637,-0.0007002680741401493,-0.9806373300979767,71791
0.4327886902813523,0.7040011307380095,0.00744969220995495,2.675,25.0,0.8359375000000001,4.0,-0.04552688420697347,-0.007030459075135293,-0.9851006155800561,42664
1.7140544087706933,1.148070017097671,0.006107000565739429,3.0649999999999995,7.0,0.1915625,19.0,-0.014962678095530509,0.02713101960035288,-0.9877859988685055,77638
1.18317176651682,0.39289076013074803,0.002458265124763548,0.475,16.0,0.029687500000000002,4.0,-0.01608438813635142,-0.001182953911613647,-0.9950834697504835,70950
2.799369342396751,1.6194612843506369,0.009941591617555146,4.93,22.0,0.308125,25.0,-0.05748204614672185,-0.0065949192535612565,-0.9801168167648799,70220
4.557828137436041,0.6276097318830816,0.007693636215783339,4.09,19.0,0.255625,10.0,-0.01255885414519023,0.002379221552853963,-0.9846127275684529,78023
4.102296789528172,1.103122687408861,0.0011313957851227796,1.645,10.0,0.1028125,4.0,-0.015691664932079127,0.014335506340290422,-0.9977372084297613,51935
